Iteration	Y	var_1	var_2	var_3	var_4
1.0	5.172269322189181	-0.4770798132416212	0.125808699166857	0.19463388311947516	0.5600407088904857
2.0	6.829950219741481	0.03815587080782068	0.2746507592166243	0.8227846812049724	0.07550925626794336
3.0	5.273566060968894	-0.08410059632943545	-0.15893240922192975	-0.3134888503762323	0.7697773370042127
4.0	6.863217927039537	0.3908719132911107	0.7872432640788769	-0.14678105425967725	-0.20458625538913178
5.0	6.4163388885793715	-0.2679884775236523	0.013621465859928295	0.3707388264219138	-0.8408223944237023
6.0	5.996799020559497	-0.49847225780794624	-0.032841881543957334	-0.05553653320248638	0.7730682972569786
7.0	5.244367353431664	-0.13960130045931785	-0.11346896449767985	-0.22372915296454152	0.7312717687494648
8.0	4.418949739666472	-0.2541196034560419	0.12722869745898302	0.12037485042562858	0.4796219157672126
9.0	4.432757297617184	-0.10256010755123346	0.14882842842582872	0.028103146754208774	0.41521374641688213
10.0	4.896791342846554	-0.059462607155519834	0.1655130766336879	0.17964864530894556	0.5879318462096104
11.0	3.8156001623963345	-0.24046266723194742	0.025544199043784688	0.05011836616282071	0.299030785760097
12.0	4.248501638258731	-0.2412344819038006	-0.2277544905106051	0.005273494658216182	0.16078793189245016
13.0	3.471272861254957	-0.3810244732269759	0.08276068583070215	-0.043999543173746256	0.13921777136873945
14.0	5.836281495038435	-0.6442703878369089	0.15260844577332733	-0.3826269829929671	-0.04368982319879981
15.0	9.000034390873294	1.0	-1.0	-1.0	1.0
16.0	9.349272763065368	1.0	-1.0	-1.0	-1.0
17.0	3.3634383183679812	-0.38835317801420893	0.11557490550219318	0.126487064990337	0.05085689368779514
18.0	9.011618397874809	-1.0	-1.0	1.0	-1.0
19.0	8.495482935010076	1.0	1.0	-1.0	1.0
20.0	8.497772754274317	1.0	-1.0	1.0	1.0
21.0	7.509267916542613	-1.0	1.0	0.6552209224146931	-0.5600978405433567
22.0	9.064194904081273	-1.0	-1.0	-1.0	1.0
23.0	1.820529056133108	-0.28754069396222803	0.11746523858219668	0.039440789401734636	0.02218058361728556
24.0	2.361174333494945	-0.1710893983917178	0.14255283419891676	0.00849617415457723	-0.08774707843438685
25.0	2.3214008454898565	-0.18335934230764986	0.14737388663286688	0.014755576850781523	-0.08216285489241652
26.0	2.2414476165054618	-0.1897450091472832	0.14960682646174922	0.015616799030345437	-0.07978919246511197
27.0	1.7033565112554838	-0.2210138294559708	0.10843076884371218	0.0022248539564911286	0.029536960600452963
28.0	2.2955981450025185	-0.25832372036154166	0.04346978961478495	-0.016849521209897637	-0.0386715326960293
29.0	9.005593510783596	1.0	-1.0	1.0	-1.0
30.0	9.00105427402544	-1.0	1.0	-1.0	-1.0
31.0	7.3465874761799705	-0.45974449914047727	1.0	0.367640563543146	1.0
32.0	2.497712743272066	-0.23310876100617897	0.20288991731346667	0.011933309087766502	0.05108383875220177
33.0	2.091139513846846	-0.16125991044833135	0.10825807619747677	-0.020633554265124383	-0.059816676495744674
34.0	2.0332029919819603	-0.1600324196952516	0.10472278665804466	-0.024967678641084037	-0.05776386776293007
35.0	3.1619129436884226	0.16123394754263135	-0.08633191237621438	-0.14144756513744897	0.038833345712528416
36.0	6.269632282076922	0.11896459077667064	-0.02734779116746601	-0.61806100865477	-0.04471220125623387
37.0	8.427180879854307	1.0	1.0	1.0	-1.0
38.0	1.9644958775833494	-0.11960130085524939	0.08621195659366629	0.022419320175220164	-0.059768882842307886
39.0	1.910182157820375	-0.11276369999009964	0.0802040048229077	0.027295959829343738	-0.059655431479761434
40.0	1.8316332366422055	-0.1635008027457093	0.05944062775411262	0.06917939694229752	0.028539797184819415
41.0	4.1798231083751345	0.24760023263077194	-0.1999268151515087	0.19130445292824524	-0.13308825370953903
42.0	8.516570318432368	-1.0	-1.0	1.0	1.0
43.0	9.403815406895863	-1.0	-1.0	-1.0	-1.0
44.0	1.8178644535060098	-0.11059437115628999	0.07695580482406758	0.04031263238551481	-0.038618726073601645
45.0	7.189423649156372	1.0	1.0	1.0	1.0
46.0	8.995685956573809	1.0	1.0	-1.0	-1.0
47.0	1.8857052158859515	-0.10502267802154272	0.07668974321167438	0.04425052486333425	-0.037043695435483276
48.0	8.528641781478742	-1.0	1.0	-1.0	1.0
49.0	7.806822333289095	0.25762657842509784	-1.0	-0.011546119761883003	0.20508161320506088
50.0	7.51129836156266	1.0	0.0033585039307554207	0.035441980850963235	0.2032963033086361
51.0	1.9134653799686383	-0.10289052586146456	0.07795915792266846	0.04348453843843418	-0.042678947594438195
52.0	7.560546574821238	-1.0	0.34755096414601633	1.0	1.0
53.0	7.694113133897338	1.0	-0.016889951577902795	0.03568557346026117	-1.0
54.0	6.821703260879407	0.16530105540408827	-0.10864028278581543	1.0	1.0
55.0	1.8988972404622853	-0.10330149238793264	0.07772267453505372	0.04180350063039719	-0.04309368616862654
56.0	8.438498114791784	-0.16474420935607928	1.0	1.0	-1.0
57.0	6.791593795949867	0.0614577316571252	0.1757800474380424	-1.0	1.0
58.0	7.904730228687113	-0.030550473380124094	-1.0	0.013049391923634595	-1.0
59.0	7.881613630624238	-0.09654154425308602	-1.0	1.0	-0.0012751090673667985
60.0	8.417460259113907	-0.05423210998358631	0.07610382129848849	-1.0	-1.0
61.0	8.678595091845711	-1.0	-1.0	-0.06629999551968561	0.09204809104773547
62.0	1.8895230799086045	-0.10313079673280602	0.07889593378294778	0.04150030513981743	-0.04755932396071598
63.0	7.627025944704645	0.6278913926054961	1.0	0.056503195056238055	1.0
64.0	8.769213993246284	-0.1387992098655292	1.0	-1.0	0.08532241791590925
65.0	1.8796373692769546	-0.10211316133381747	0.07943869351287271	0.04200681287057885	-0.04885613133633124
66.0	8.691467590574511	-1.0	0.14884996444411255	1.0	-1.0
67.0	8.243766869991607	1.0	0.08447378972105112	1.0	-0.056743727307155496
68.0	2.0399563160705187	-0.1014184651748645	0.07994167620844692	0.04284093474081231	-0.05130074992912314
69.0	1.849210753008524	-0.10380172969137029	0.07961639309295493	0.041057487746499026	-0.049651840668068575
70.0	1.909021434526746	-0.1034407672684964	0.07706813421097712	0.04178977591263743	-0.04591455779518033
71.0	1.8585242016804917	-0.10462079782203546	0.07437163177197362	0.04165829655704564	-0.04106521564596786
72.0	6.5618020755026025	0.4658999865741832	-0.35767139146090343	0.007251233540333744	1.0
73.0	1.852533422474531	-0.1042905333117934	0.073343161092728	0.04204598876819955	-0.0396509904547862
74.0	8.224165255633231	1.0	-0.055660353198950116	-1.0	0.09831178102994642
75.0	7.648621277304304	-1.0	1.0	1.0	0.3320029824506607
76.0	1.8568696328471066	-0.10529051091539847	0.07131230826626614	0.043593635965747404	-0.03601348771118749
77.0	8.54985403978337	-0.05134532616692154	-1.0	-1.0	0.16053581323911628
78.0	8.260336551164174	-1.0	0.03527981641972624	-1.0	0.24458993357878409
79.0	7.685749526061227	-1.0	0.19123006623787178	-0.1717168652114728	-1.0
80.0	1.7532900743065867	-0.10517316448846172	0.07088851036482609	0.04447228727638437	-0.034698389651126926
81.0	1.711092577811605	-0.10656848537659493	0.06655474944688076	0.04515116568572628	-0.026851587211172482
82.0	1.5934160186913768	-0.12322809180210444	0.05461762955795205	0.04195086770668673	0.003086879928031502
83.0	7.901422543024211	-1.0	1.0	-0.11701699232714441	0.12545592728501664
84.0	7.158925885070221	0.05029360047273523	1.0	1.0	1.0
85.0	1.551311984871913	-0.12959650178116316	0.05027267922331621	0.03835138171852911	0.01711484474035253
86.0	1.6696237160525398	-0.0665253971841746	0.0023432148229395565	-0.008759174575935256	0.038347247148010855
87.0	1.683463778254447	-0.12095649411949261	0.03997718780756463	0.02222662687420067	0.03086553159799808
88.0	1.5901649761759427	-0.12158966431005616	0.04031842928697892	0.023781243479631363	0.029057862993821144
89.0	7.934193250407539	-0.06155231040167844	1.0	-0.09842284395357238	-1.0
90.0	1.616904669421013	-0.12232699158815437	0.040873276693301985	0.022318337986594407	0.030300286835887334
91.0	7.327641043412575	1.0	1.0	0.42045785703161914	0.029544984936890444
92.0	7.841010196521798	-0.19037800551635528	-1.0	0.11919559966003708	1.0
93.0	8.380816880516582	0.22933335613154285	-0.1922750746611011	1.0	-1.0
94.0	1.5621354333845023	-0.12199737979569106	0.04028028237841021	0.02280138239693224	0.03007752272582924
95.0	1.5230247102084773	-0.12287918591213456	0.040967962154447056	0.02105879994987325	0.03137061285635964
96.0	1.6367472909608922	-0.12348047897639997	0.04185612752974658	0.01867346502965953	0.0330349820581296
97.0	1.6041702913081646	-0.12418444743174778	0.04222409043621398	0.01898827005034309	0.03230879786527623
98.0	8.592205558405029	1.0	-1.0	0.07874392937966787	-0.27250763536839523
99.0	7.777874381926399	1.0	0.09589869454309403	1.0	1.0
