Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale	GP_regression.Gaussian_noise.variance
1.0	0.971663575343575	0.09028890997058706	4.18531467879485e-09
2.0	0.971663575343575	0.09028890997058706	4.18531467879485e-09
3.0	0.9913306452294763	0.019190385957103425	4.185314698112428e-09
4.0	0.7568539555595954	0.01500046777447697	0.2263570319021175
5.0	0.4089559119307452	0.018347280271242324	0.583542077540454
6.0	0.4406112962027662	0.01964836665503208	0.5507343778333816
7.0	0.4751284258556906	0.02122349130103839	0.5320834209729459
8.0	0.5831275498075148	0.021849875668189397	0.44821112209286534
9.0	0.6431866635977012	0.02316089281075304	0.4278521053094495
10.0	0.7168246148847714	0.028942726409753514	0.3904857127232311
11.0	0.7312989787352563	0.02816956090032527	0.39409810692580216
12.0	0.6085340512699604	0.025710392649465525	0.49229066942297794
13.0	0.6169108141464957	0.025201247187712137	0.4932029873078518
14.0	0.6716716307568769	0.02509824936351471	0.469960711663164
15.0	0.6024973673496781	0.017297843485556665	0.5097923305953644
16.0	0.6627942526522419	0.018383530292661116	0.48971733485673496
17.0	0.6364623321359264	0.020813114256028144	0.5173442143337796
18.0	0.7981837326841508	0.022378191118662186	0.44624500623128616
19.0	0.7442740225248159	0.02312037990927824	0.47046514525446775
20.0	0.45108010014564415	0.0007602294134284513	0.5676214588566064
21.0	0.4943415093768525	0.0008036145235286067	0.5241525489386261
22.0	0.480710647717669	0.0007975905526814544	0.5408803932979754
23.0	0.5486309565281259	0.0008257131749971298	0.4870247898760788
24.0	0.587623689348325	0.0008683191829816293	0.4475548593014759
25.0	0.5692428453302124	0.0008609174717288827	0.46016578641349365
26.0	0.5718944939103352	0.0009067628977137609	0.4602115845145334
27.0	0.6168221144822021	0.00098365330175147	0.4251480047473551
28.0	0.6177969263203149	0.0010301297493387253	0.4270724425911539
29.0	0.6025163739876473	0.0010244013413761692	0.4342229892054004
30.0	0.6676681743703549	0.001027203271184593	0.3859618844164267
31.0	0.6578302213753753	0.0010119245072181117	0.3946831756722551
32.0	0.688321358474116	0.0010818638066650158	0.37803699892296055
33.0	0.6689015005808743	0.0011777737021943342	0.402588214949746
34.0	0.6555626913609262	0.0011429414983572072	0.40896613358495687
35.0	0.6569589069357568	0.0011365869469432087	0.41219669555846317
36.0	0.6349376719011139	0.001021924465787584	0.423161180874603
37.0	0.6317279057653588	0.0010263786338448582	0.4197868973285018
38.0	0.6158444140042452	0.0010075030535173426	0.42870015315790955
39.0	0.6455833303808988	0.0009575420372824836	0.3945752111184615
40.0	0.6435490971902975	0.0009645692725938896	0.39031861614312774
41.0	0.6304670609063143	0.0009475649983622621	0.3979942030027433
42.0	0.6763837459329761	0.0009509825540464253	0.3578063535676827
43.0	0.6683450642142627	0.0009533898117980354	0.36371163367319004
44.0	0.6702977452032475	0.0009553995141005344	0.36650004366393474
45.0	0.6969560858489758	0.0009474881500845812	0.34740457581454276
46.0	0.680960534207413	0.0008727769533246814	0.3595240359277594
47.0	0.6685567317794335	0.0008556356503536289	0.3651003939796192
48.0	0.6917967383290952	0.0008928905710447392	0.3465574581540008
49.0	0.6848946015531554	0.0008901619582970012	0.3456436849702083
50.0	0.7527005983892483	0.0010311267200290787	0.3018358754906741
51.0	0.7586100249182838	0.0010677224693819373	0.3038997988043843
52.0	0.7659602801461096	0.0010710621797345317	0.30424301221918926
53.0	0.7580834479884954	0.001067419191568865	0.3036009545146061
54.0	0.7567790179712952	0.001080110056081781	0.29893076062660745
55.0	0.7417627120408731	0.0010114240661568703	0.3069733988121343
56.0	0.7581144425662135	0.0010655556835127387	0.29266877301081096
57.0	0.7551322779879543	0.0010530804393782968	0.2958491476944817
58.0	0.7671365207381332	0.0010645601589217466	0.2943483750798909
59.0	0.7589489960579794	0.0010573781391922284	0.29492507653114786
60.0	0.7883862265540686	0.0010929348249440723	0.2744658938747684
61.0	0.9299852510455943	0.07874281389075004	0.5503611952967438
62.0	0.9465730812816585	0.08691192811858356	0.5432810846726474
