Iteration	Y	var_1	var_2	var_3	var_4
1.0	5.5211063696724345	-0.3664731563576069	0.16109443561622916	0.35268422030988833	0.9229795178463136
2.0	8.092228150102931	-0.22514814022177942	0.9907034202687535	-0.5542144867991017	0.35476134383653246
3.0	7.428172740575614	-0.3325594370641274	-0.9055934423694654	0.3415432841120767	-0.729929246127013
4.0	5.5785643359914125	-0.36102135042945904	-0.030258414294562996	0.35479913918408035	-0.40810695002095065
5.0	6.639886626713676	-0.18922284249322274	0.15679725386668508	-0.9076553706406136	0.6866667369837784
6.0	5.467926713295999	-0.39184501371186736	0.18311239242867317	0.3654394735046118	0.9054226053507224
7.0	4.983971916776279	-0.48266653063523696	0.11692212207395063	0.5127986931400662	0.505864026997433
8.0	7.2316755858136	-0.7088003663684538	0.23882187472396282	0.9398694472958424	0.3952170081327049
9.0	4.713107272847745	-0.40427382244686705	0.06779846788357706	0.32341378859506065	0.5030640870073975
10.0	4.294138299450219	-0.17345386858806686	-0.001398069560268962	0.4011566948436018	0.3102264348147733
11.0	4.706616928205816	0.21449934873770443	0.005634097334200286	0.47498979129674046	0.2647045085364028
12.0	4.387776186944551	-0.12647504633498857	-0.3293767811865505	0.41175594165385987	0.345575775092661
13.0	7.610616560579226	0.6600845947367237	-0.9418285018071267	0.7799755550683725	0.7464927178181454
14.0	3.4941622980996843	-0.08893498235307969	-0.17485352600227774	0.21386342944241238	0.17745661471462446
15.0	3.8116220473168623	0.041739811418400635	-0.24781710813846158	-0.034788510309191244	0.09316610024951925
16.0	4.444451923442915	-0.25476426468756047	-0.2603815638194547	0.06495959368270972	0.1301155518575181
17.0	3.104369535494207	0.07398693254160901	-0.15276591562209804	0.1873421223007867	0.08531351678588306
18.0	4.986059799893175	0.45789543612273076	-0.07518548378835571	0.10941108404548303	-0.26256480288369705
19.0	3.9102061116661964	0.09912154762407896	-0.2690032251076645	0.25712918194077317	0.021106142125904323
20.0	2.526952236892503	0.09118398686679184	-0.019591040825365485	0.11644449006479705	0.11143608602207185
21.0	2.2399080747559323	0.09800605252482573	0.13227187765069737	0.05205581435647918	0.06721606943519262
22.0	9.064150414098263	1.0	1.0	-1.0	-1.0
23.0	9.005093204148608	1.0	-1.0	-1.0	1.0
24.0	8.446250997876023	-1.0	-1.0	0.7880895441638087	1.0
25.0	3.1086888633631604	0.24323076941246924	0.20007030423827254	-0.03912057820934369	0.1623555985413016
26.0	8.549529377325701	1.0	1.0	1.0	-1.0
27.0	8.675090233991021	-1.0	0.23230975075797258	-1.0	-1.0
28.0	2.3588852587743676	0.02761120105950293	0.13841779784501354	0.051536202341127595	-0.017997369865770368
29.0	9.07616502606172	-1.0	-1.0	-1.0	1.0
30.0	2.858295073471443	0.08860781923408163	0.19016656351436426	0.1369693335160513	0.034762024322196966
31.0	2.1644935863783235	0.04478279607743284	0.09229443453213156	-0.029379616041151593	0.055310343307226346
32.0	9.36627342799759	1.0	-1.0	-1.0	-1.0
33.0	7.157122527006227	1.0	1.0	1.0	1.0
34.0	8.525691060294648	-1.0	1.0	1.0	-1.0
35.0	9.010612027674545	1.0	-1.0	1.0	-1.0
36.0	1.8163434166526096	0.08056894584112467	0.0798073920304838	-0.02943378777929149	0.012553721515974938
37.0	2.8048568037254515	0.09718831424065758	0.09035803579171307	-0.10951928100272068	-0.06548872488230288
38.0	2.321286249833081	0.024717926124944535	0.096552239559811	-0.015351721674162452	0.069539381156785
39.0	2.1286882252593218	0.03819206588176249	0.0914061479243893	-0.007061506311859083	0.05790477681422404
40.0	8.426522112255107	1.0	1.0	-1.0	1.0
41.0	9.050572779768144	-1.0	-1.0	1.0	-1.0
42.0	2.268395195796762	0.03424863034905435	0.09192549013714481	-0.009132595857645455	0.061400870934917265
43.0	2.1089202371855005	0.04044238023555638	0.088002222317601	-0.005526901717264743	0.057591140962166505
44.0	2.102029832031623	0.043395116268073713	0.08289996014455911	-0.003909346677570309	0.05808724060974866
45.0	1.9581044109392574	0.048056424566025005	0.0773510307141861	-0.0015481581612125093	0.0571281360517263
46.0	1.9215055440794666	0.05031260885638719	0.07214120379347735	-0.00046779030956284453	0.057972746971429394
47.0	8.387875306573864	-1.0	1.0	-1.0	1.0
48.0	7.153528805987175	-1.0	1.0	1.0	1.0
49.0	1.9355519583724026	0.04846263191350252	0.0704226428696503	-0.00208356189449725	0.06152833458655587
50.0	2.0242371460724486	0.05267039737765812	0.06451794356092717	-0.00043049715520867556	0.061244027040243496
51.0	1.8453459515496453	0.060657321606928695	0.05803809244846935	0.003248625077112069	0.05621823164422462
52.0	9.331802336342351	-1.0	-1.0	-1.0	-1.0
53.0	7.599936837664302	1.0	0.10349074186806752	0.13691306059418126	1.0
54.0	8.225671261806111	1.0	0.18866770566581778	1.0	0.07728336727056478
55.0	7.1591966546562515	0.0133912252902979	1.0	1.0	1.0
56.0	1.7249478652297403	0.061349464594312515	0.055888819944205324	0.0026178481753600614	0.05867194705545173
57.0	7.62089586133309	-1.0	0.04464751702931942	-0.03530077638008603	1.0
58.0	7.756523692094228	-0.13992137430656235	1.0	0.02211771503737052	-1.0
59.0	6.530423006083953	-0.057512408472839484	-0.30045512070365954	1.0	1.0
60.0	1.8541885527612578	0.05729954596624127	0.05644624024261177	-0.0011048564784642283	0.0659649265759426
61.0	1.2705724717056983	0.11622616527484084	0.022533409928776574	0.016276860107445657	0.0027304116907143476
62.0	8.212019494962647	1.0	0.02205687229589267	-1.0	0.12602922429845087
63.0	7.697704088388531	1.0	1.0	0.08201089108747137	0.12419866703096481
64.0	7.8159281013823785	-0.22876994299678816	-1.0	1.0	0.08195259628029389
65.0	1.635978382485433	0.13321698547170316	-0.00047161315636202653	0.03763218981671186	-0.037655565302708825
66.0	7.5733036925273005	-1.0	1.0	0.1910401029575033	0.025168748879283456
67.0	8.367303230688787	0.04479044853911955	0.07786396804425183	1.0	-1.0
68.0	7.8238442091304705	0.012587564463614991	-1.0	-0.11534364176550538	1.0
69.0	8.554391279227817	1.0	-1.0	-0.014119752502104791	-0.009365722037845779
70.0	9.101786937890958	-1.0	1.0	-1.0	-1.0
71.0	1.465683058909971	0.16452394398070477	0.017440474929409814	-0.002654132538643504	0.021662839364896908
72.0	7.910212312441179	0.03738474991993421	1.0	1.0	-0.0781184656785182
73.0	8.715195342239795	-1.0	-1.0	-0.00626172284185178	-0.013324207715160076
74.0	8.738238230225296	-0.022688869953924055	-1.0	-1.0	-0.009828369272219473
75.0	7.815258982540251	0.16967485722504094	1.0	0.0353405622997121	1.0
76.0	7.993801806005612	1.0	-0.18020828099375466	1.0	1.0
77.0	7.526964132783495	1.0	0.17680322694703168	-0.030171112118515298	-1.0
78.0	7.638071689519617	-1.0	0.009591255569207442	0.1731655608800675	-1.0
79.0	8.224898123691423	-1.0	0.08580474839652215	-1.0	0.18925650596626664
80.0	1.2461811445519524	0.14082222632616287	0.019914932812905475	0.01055816062718027	0.009188878213810174
81.0	6.949401640141678	0.46772957518876956	-0.0005911426114259362	-1.0	1.0
82.0	1.3711984960101509	0.1520914376927101	0.020719352577347458	0.00942080774208722	0.011249795786100547
83.0	1.333759605107417	0.15063959753701836	0.02102748540940449	0.009023981167315035	0.011734070258965603
84.0	7.737239073616057	-1.0	1.0	0.09894438948387654	1.0
85.0	1.2424226931871563	0.15151969199161355	0.021611594143368756	0.008624523896044253	0.012499095039673665
86.0	1.3759442886963307	0.15958054869250551	0.022955086400388555	0.008068353278948177	0.013817675010131565
87.0	1.284758514508544	0.15556527457095473	0.022259332450242107	0.008042279912574793	0.013433573834054883
88.0	1.338496979889175	0.15824767703439147	0.02320241699921302	0.007796922749001114	0.01413225439304351
89.0	1.3800503168716938	0.15688150803661954	0.023396292381392864	0.007793662274820521	0.014208306193707287
90.0	1.3227977771498338	0.15422526618545807	0.022682970437293625	0.007728881787992051	0.013913927135223315
91.0	8.40844493109467	-1.0	-0.26452742101906185	1.0	-0.21756975056681177
92.0	1.3199193250487027	0.15404692165862816	0.02291038251670138	0.007622938911344892	0.014149403935477624
93.0	8.349665315136102	0.17697259134663695	-0.021073125128520723	-1.0	-1.0
94.0	7.903033887741426	-1.0	-0.040835472534747876	1.0	1.0
95.0	1.3180099282212416	0.15419203603795195	0.02318111608961674	0.007585169564705925	0.014252711262865227
96.0	8.053712665297338	0.3689460458402185	-1.0	-0.04441349963368439	-1.0
97.0	7.606018976818005	0.02139769463568195	-0.1373237232642454	1.0	0.029976398122093517
98.0	5.240520051681702	0.5414823294968604	-0.044743719933383864	-0.10032030175540924	0.16306983008019418
99.0	8.600753570684486	0.5105277302633924	1.0	-1.0	-0.005444504697537014
100.0	7.845063106718714	1.0	1.0	0.03561344322097919	-1.0
101.0	7.372867043354479	-1.0	0.10145820692665967	0.14049695450306143	0.03014279138393526
102.0	8.695283498260844	1.0	-1.0	0.08638967946145021	1.0
103.0	5.785555094403695	0.04993691747728755	-0.041764257135405485	-0.2986773276686977	1.0
104.0	8.694848105259783	-1.0	1.0	-1.0	-0.001203366044376821
105.0	1.2378710063141114	0.15212913235398226	0.025293817104913286	0.009834111662923771	0.012195850653211347
106.0	4.81630643252594	0.26928882378203134	0.29314573194624133	0.6906125001108202	1.0
107.0	8.464359398062987	0.006717459092277843	1.0	-1.0	1.0
108.0	8.749563243525262	1.0	-1.0	1.0	0.03230433184665732
109.0	7.3609556344021065	-0.12318767218500135	-0.5311506563404756	-1.0	1.0
110.0	5.657154110469134	0.2595291022287236	-0.2259429781491583	0.372981700444864	1.0
111.0	7.8919468203105465	-1.0	0.02593542596455077	-1.0	1.0
112.0	6.0721976820231385	-0.044236234895550286	-0.08911318156723823	0.04719352010943416	-1.0
113.0	7.86758163345208	-1.0	1.0	1.0	0.05762436015961799
114.0	7.807465843637582	1.0	1.0	0.1144653841690178	1.0
115.0	8.753179684187776	-1.0	-1.0	-0.026522374874400425	-1.0
116.0	5.08630529072006	-0.045062286435950775	0.5083904691505307	0.6426299512461812	0.5111377903514127
117.0	7.865084362918088	1.0	1.0	1.0	0.12169555377321213
118.0	5.9523968039709985	0.27894151147911755	0.40908199415796404	0.4266675632958105	-0.5601817206902701
119.0	8.510691436350772	0.041372481746060785	-1.0	1.0	-1.0
120.0	7.163600721287355	-0.04652982286727689	-1.0	1.0	1.0
121.0	6.623578485856697	-0.19882774371347203	0.35989176111361754	1.0	1.0
122.0	7.9327962906626475	0.9463452566258781	-0.01872943081242063	0.5668940034056824	-0.995504855265989
123.0	7.534561080192446	0.05885825867328332	0.9601807148698047	0.018834950623708133	-0.2384939111409297
124.0	4.066861151131114	0.6241702338398685	0.5116174044654085	0.4773945240711702	0.7048935641782518
125.0	6.84032521767033	0.4701959699040948	0.45711957730284075	1.0	0.628076996152922
126.0	5.181303504422135	0.2940309918376258	0.33545145868749543	0.23891349569763856	0.7643135468647907
127.0	3.4673487423099223	0.5862279085308616	0.4495426965017668	0.35948637442779613	0.16738011593884075
128.0	1.2856793147929757	0.15600714533508814	0.02702364217594958	0.013699347998024285	0.009657183582387215
129.0	5.908127260042016	0.42551459622901894	0.793334536463074	0.43976476148156424	0.37584981079718416
130.0	1.3141819207914762	0.15810616974652	0.030230994664159662	0.015876419818605124	0.008872526004689239
131.0	1.2535385659235423	0.15826306106115254	0.031069250303237355	0.016237759190305255	0.008793775149364027
132.0	1.3019128400514253	0.16247611936385334	0.03521714512605912	0.01931582663298899	0.006973646308325312
133.0	1.2255524907830369	0.16302415167547193	0.03631289682452004	0.01989895268919916	0.006698378603684838
134.0	1.253536917102685	0.17017926988300194	0.04226449267521125	0.024464959429359046	0.00358162014586526
135.0	1.272079980032153	0.1746303256918118	0.046135026341901295	0.027207616603945804	0.0016483879550691968
136.0	1.3149019339602757	0.17533119442005737	0.04720439533634423	0.027755677171385246	0.0013150512742707693
137.0	1.311434774274219	0.17150558018546982	0.04457919639700024	0.025663991914777463	0.0029242827190583357
138.0	1.2035511330508253	0.16971752131012086	0.043480385738648056	0.024693412829377266	0.0036809991868345226
139.0	1.2238702406888713	0.17381232450451903	0.046571234818416817	0.027051104723077264	0.0018882783718774685
140.0	1.2230628551719864	0.17694965012018632	0.04909564065251238	0.028819192748861036	0.0005406743673049804
