Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale	GP_regression.Gaussian_noise.variance
1.0	1.156446955114753	0.14585114410311592	2.4994179768336032e-09
2.0	1.156446955114753	0.14585114410311592	2.4994179768336032e-09
3.0	1.0480123869566385	0.0938068373975432	2.499417934127353e-09
4.0	0.01980251483928238	0.3075076232889455	0.9802583253613623
5.0	0.004258556676411751	0.30340388860927764	0.9957445460089998
6.0	5.154191763334382e-08	0.01951287226980831	1.0000130775003533
7.0	6.121422096752955e-09	1.6195376967781405	0.9999955222105973
8.0	6.612808625228743e-08	0.006669596817169428	1.0000036915213568
9.0	6.612808651425757e-08	0.00666959682585233	1.0000002146945843
10.0	6.612808651425757e-08	0.00666959682585233	1.0000002146945843
11.0	0.05834478383692991	0.42964295441987876	0.9501132124749078
12.0	0.00969748382709044	0.3725950030060442	0.9904963199234558
13.0	9.207842307474867e-08	0.24351240733160467	0.9999999303595801
14.0	1.6399267304020095e-08	0.4614064752175492	0.9999922471913747
15.0	0.8682706410715371	0.009750232703650366	1.9236957840877044e-08
16.0	0.7729380109240875	0.00819204134845385	0.05913419244215314
17.0	0.7521217299790205	0.008925337409307933	0.008279402884490769
18.0	0.8341921370706105	0.01342790938396648	1.083337380678787e-09
19.0	0.8785285971493062	0.01894550391139001	1.0151397925284287e-09
20.0	0.6883646547059096	0.017623931747384584	1.022512489527731e-09
21.0	0.6513238229614986	0.018379603997980186	1.010346614147282e-09
22.0	0.6164018761998991	0.01906001092890718	1.0047874261127831e-09
23.0	0.6260046782456969	0.019685028577908163	0.0016655777033198406
24.0	0.6245440702418452	0.01644518187089272	1.006988398271539e-09
25.0	0.6562103608304513	0.01772625157305328	1.0044883867833845e-09
26.0	0.6953989676482565	0.018963759467532926	1.0001793529493374e-09
27.0	0.7485653331592785	0.015786527896916553	1.0081252013991361e-09
28.0	0.7197146840122639	0.01586849364117651	1.0068431979338807e-09
29.0	0.7566343890064114	0.016570134346060732	1.0065630837863952e-09
