Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale
1.0	0.9968606100374593	0.04470090072642476	1e-06
2.0	0.9968606100374593	0.04470090072642476	1e-06
3.0	0.9999994832428322	0.002152937759465301	1e-06
4.0	0.9999994832428322	0.002152937759465301	1e-06
5.0	0.9999994832428322	0.002152937759465301	1e-06
6.0	0.9999994832428322	0.002152937759465301	1e-06
7.0	0.9999994832428322	0.002152937759465301	1e-06
8.0	0.9999994832428322	0.002152937759465301	1e-06
9.0	0.9999994832428322	0.002152937759465301	1e-06
10.0	0.9999994832428322	0.002152937759465301	1e-06
11.0	0.9999994832428322	0.002152937759465301	1e-06
12.0	0.9999994832428322	0.002152937759465301	1e-06
13.0	0.9999994832428322	0.002152937759465301	1e-06
14.0	0.9999994832428322	0.002152937759465301	1e-06
15.0	0.9999994832428322	0.002152937759465301	1e-06
16.0	0.9999994832428322	0.002152937759465301	1e-06
17.0	0.9999994832428322	0.002152937759465301	1e-06
18.0	0.9999994832428322	0.002152937759465301	1e-06
19.0	0.9999994832428322	0.002152937759465301	1e-06
20.0	0.9999994832428322	0.002152937759465301	1e-06
21.0	0.9999994832428322	0.002152937759465301	1e-06
22.0	0.9999994832428322	0.002152937759465301	1e-06
23.0	0.9999994832428322	0.002152937759465301	1e-06
24.0	0.9999994832428322	0.002152937759465301	1e-06
25.0	0.9999994832428322	0.002152937759465301	1e-06
26.0	0.9999994832428322	0.002152937759465301	1e-06
27.0	0.9999994832428322	0.002152937759465301	1e-06
28.0	0.9999994832428322	0.002152937759465301	1e-06
29.0	0.9999994832428322	0.002152937759465301	1e-06
30.0	0.9999994832428322	0.002152937759465301	1e-06
31.0	0.9999994832428322	0.002152937759465301	1e-06
32.0	0.9999994832428322	0.002152937759465301	1e-06
33.0	0.9999994832428322	0.002152937759465301	1e-06
34.0	0.9999994832428322	0.002152937759465301	1e-06
35.0	0.9999994832428322	0.002152937759465301	1e-06
36.0	0.9999994832428322	0.002152937759465301	1e-06
37.0	0.9999994832428322	0.002152937759465301	1e-06
38.0	0.9999994832428322	0.002152937759465301	1e-06
39.0	0.9999994832428322	0.002152937759465301	1e-06
40.0	0.9999994832428322	0.002152937759465301	1e-06
41.0	0.9999994832428322	0.002152937759465301	1e-06
42.0	0.9999976260937873	0.0033615685734596536	1e-06
43.0	1.000000792095308	0.003050082847831645	1e-06
44.0	0.9858091682549193	0.014858638290867579	1e-06
45.0	0.9897738386314194	0.02071718361162768	1e-06
46.0	0.9974562069258704	0.021960612701147065	1e-06
47.0	0.9991035015287262	0.02355139669067943	1e-06
48.0	0.9747953812626213	0.016378953696521877	1e-06
49.0	0.9657507290067204	0.018087890635931938	1e-06
50.0	0.9479592157749036	0.01816867569542569	1e-06
51.0	0.9384053617798954	0.019113780130674756	1e-06
52.0	0.9383858946439931	0.019949831795960108	1e-06
53.0	0.9245190773677745	0.02081335356187424	1e-06
54.0	0.9137573513505124	0.02136760480162272	1e-06
55.0	0.9038433547119441	0.022007041413433633	1e-06
56.0	0.8990540109888085	0.020998152464472824	1e-06
57.0	0.8937479716093566	0.020998597444984682	1e-06
58.0	0.8911600071087713	0.02136097259943364	1e-06
59.0	0.8945925839401889	0.021844358283722033	1e-06
60.0	0.9006322523844016	0.022406869832187024	1e-06
61.0	0.8991410144738177	0.022874892248825444	1e-06
62.0	0.8987621526507873	0.023303837501262338	1e-06
63.0	0.9019339793029895	0.02375364707205873	1e-06
