Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale
1.0	0.9888853117705997	0.007313816288934467	1e-06
2.0	0.9888853117705997	0.007313816288934467	1e-06
3.0	0.9903257031969668	0.007091159218720768	1e-06
4.0	0.9876232282950446	0.0073414329703815635	1e-06
5.0	0.986663396183176	0.007365734271288897	1e-06
6.0	0.989959574334631	0.007073975191444562	1e-06
7.0	0.986231600211377	0.007858607973096324	1e-06
8.0	0.9832352134504949	0.008232092643555127	1e-06
9.0	0.9826145089354908	0.008223087828728748	1e-06
10.0	0.9837509545962242	0.008097744497204745	1e-06
11.0	0.9823000909983185	0.008197359022033451	1e-06
12.0	0.9762524750049886	0.009658287742063397	1e-06
13.0	0.9726585868065198	0.01005202104878394	1e-06
14.0	0.9721715331837875	0.009954501501998135	1e-06
15.0	0.9738017364977185	0.010162140537442842	1e-06
16.0	0.9763023348672021	0.01054711525575594	1e-06
17.0	0.9770200451780858	0.010559682114058604	1e-06
18.0	0.9789406609946555	0.010777851184089108	1e-06
19.0	0.9765252706431653	0.011191862154298765	1e-06
20.0	0.9798629069538496	0.01168120099957777	1e-06
21.0	0.9785968878579498	0.01241850117179983	1e-06
22.0	0.9755865060514696	0.011328836367305093	1e-06
23.0	0.9810945661931503	0.012222882060950561	1e-06
24.0	0.979706429219585	0.011978466869169828	1e-06
25.0	0.9772155393810374	0.012088330289454918	1e-06
26.0	0.9310411020906719	0.014493563323077666	1e-06
27.0	0.9265610691443765	0.014366425485209378	1e-06
28.0	0.9225400200111702	0.013699758471908664	1e-06
29.0	0.9315577623236433	0.014220774878385547	1e-06
30.0	0.9276434582788105	0.014143135342813888	1e-06
31.0	0.9257400226100465	0.01312482678515599	1e-06
32.0	0.9249502724562688	0.01199949531035968	1e-06
33.0	0.9232056644772155	0.011912144882949132	1e-06
34.0	0.8303392519327717	0.01577367049250234	1e-06
35.0	0.8257119022576341	0.015731263833393613	1e-06
36.0	0.822121022099686	0.01550394945324372	1e-06
37.0	0.8175494617386233	0.015377445298797029	1e-06
38.0	0.818502853616055	0.015385678571625615	1e-06
39.0	0.8126653967334416	0.014632189014237124	1e-06
40.0	0.8153680910999105	0.015015041003632608	1e-06
41.0	0.8156401071139456	0.014970792598317044	1e-06
42.0	0.8039006824487388	0.015097707667451542	1e-06
