Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale
1.0	0.9135259489735661	0.008182724193229832	1e-06
2.0	0.9135259489735661	0.008182724193229832	1e-06
3.0	0.9092291992741341	0.008700756306270832	1e-06
4.0	0.9051105421000624	0.008723242368964771	1e-06
5.0	0.8994791555394537	0.008886473933880144	1e-06
6.0	0.8968336963566319	0.008887683177639175	1e-06
7.0	0.893594933763402	0.008916275801058257	1e-06
8.0	0.6358222985724274	0.009262216562473417	1e-06
9.0	0.629572867174888	0.009228134507950089	1e-06
10.0	0.6237829593445029	0.009216151353809984	1e-06
11.0	0.6193345525312243	0.009178228058888077	1e-06
12.0	0.6267246008989972	0.0093635305361719	1e-06
13.0	0.6281490411058125	0.009298068097772042	1e-06
14.0	0.6257330831800153	0.00933508233683002	1e-06
15.0	0.6251995253923632	0.009285757596756235	1e-06
16.0	0.6225968019181845	0.009256170430831014	1e-06
17.0	0.6198263291358116	0.00923774312352437	1e-06
18.0	0.6179487683497108	0.009210218015242005	1e-06
19.0	0.6156368239744018	0.00919369387489511	1e-06
20.0	0.6155672942826341	0.009160019362212694	1e-06
21.0	0.6172477387202052	0.009122776874968552	1e-06
22.0	0.6337198129961339	0.009085474347170625	1e-06
23.0	0.635699481740067	0.009143817517065222	1e-06
24.0	0.6340053661715888	0.009148225954341073	1e-06
25.0	0.632407656982269	0.009151330264963915	1e-06
26.0	0.7592499711735976	0.010190031392891938	1e-06
27.0	0.7579955455141262	0.010155454781759448	1e-06
28.0	0.7605571307015192	0.010103625284487138	1e-06
29.0	0.7613961276163479	0.010057540693776613	1e-06
30.0	0.7658726057611344	0.010033326357181868	1e-06
31.0	0.764591658262958	0.010015059639025837	1e-06
32.0	0.7677983723205692	0.010002193404987564	1e-06
33.0	0.7672715351226347	0.009979071292740933	1e-06
34.0	0.7675664103824741	0.009999244656701422	1e-06
35.0	0.769024568412913	0.010079399389061508	1e-06
36.0	0.7684757066948411	0.010047241763257768	1e-06
37.0	0.7698476632373805	0.010000048087345136	1e-06
38.0	0.7701368159702204	0.010055688679534793	1e-06
39.0	0.7692625021611545	0.010055872319602352	1e-06
40.0	0.7720301458436154	0.01000676280031984	1e-06
41.0	0.7728475323755851	0.010071579965341913	1e-06
42.0	0.7734306946553896	0.010037768498440314	1e-06
43.0	0.7737516343999519	0.010055392010360585	1e-06
44.0	0.7739244020368102	0.010021327563155285	1e-06
45.0	0.7739248374465234	0.009990570787408958	1e-06
46.0	0.7748675769951819	0.00995248390094702	1e-06
47.0	0.7746628274733596	0.009927435658680296	1e-06
48.0	0.7742772864775663	0.009907424135417198	1e-06
49.0	0.7742209116961638	0.009882190896821049	1e-06
50.0	0.7750658066243075	0.009867505439537603	1e-06
51.0	0.7749972744586044	0.009843974994101315	1e-06
52.0	0.7743790273209843	0.009840713637971442	1e-06
53.0	0.7738576668293969	0.009830011323740073	1e-06
54.0	0.7733136966684095	0.009837294556718959	1e-06
55.0	0.7731282847861686	0.009861591345261118	1e-06
56.0	0.7727873817235241	0.009844586919623366	1e-06
57.0	0.773893368895581	0.00981381378183006	1e-06
58.0	0.776354873843086	0.009781435764211347	1e-06
59.0	0.776301256611686	0.009763376100519278	1e-06
60.0	0.7773607964611815	0.009734622179692317	1e-06
61.0	0.7771849898227708	0.00972017989871743	1e-06
62.0	0.7956565711872552	0.009714695026525852	1e-06
63.0	0.8064638529547905	0.009835320733954978	1e-06
64.0	0.8060274124925195	0.00982285977146073	1e-06
65.0	0.80602867903495	0.009812179254458094	1e-06
66.0	0.8059988698122106	0.009795006766177224	1e-06
67.0	0.8059170549079503	0.009779458805804586	1e-06
68.0	0.8059286380136833	0.009762545916721077	1e-06
69.0	0.8056389414345789	0.009754151882884384	1e-06
70.0	0.8315882370202506	0.009813325285804449	1e-06
71.0	0.8379038122446243	0.009786895756954066	1e-06
72.0	0.8640664530739912	0.010343017053966484	1e-06
73.0	0.8637327769060543	0.010334046411997215	1e-06
74.0	0.8636230314432	0.010373949645670101	1e-06
75.0	0.8648734367726889	0.010335386039566352	1e-06
76.0	0.8650274423721459	0.010311762237757878	1e-06
77.0	0.864900585954401	0.010295537059887169	1e-06
78.0	0.8646622329332532	0.010284540365934227	1e-06
79.0	0.8643886523349508	0.010276003960317455	1e-06
80.0	0.864394666408244	0.010257384849806315	1e-06
81.0	0.8652211083951333	0.010227912770136864	1e-06
82.0	0.8649181446206142	0.01022088517248708	1e-06
83.0	0.8645684632985218	0.010223832304579955	1e-06
84.0	0.8642325404563183	0.010234305655796971	1e-06
85.0	0.8648519834728025	0.010206970935995522	1e-06
86.0	0.8653166913533683	0.010182063118129471	1e-06
87.0	0.8650442808394148	0.01019691234087176	1e-06
88.0	0.8663144378897862	0.010237993733400496	1e-06
89.0	0.8673763965802619	0.010215610714493712	1e-06
90.0	0.8692162980242486	0.010204560491711867	1e-06
91.0	0.8690813785704922	0.010193999533335916	1e-06
92.0	0.8692871478511411	0.010173504288360216	1e-06
93.0	0.8701468128052511	0.010148378531499901	1e-06
94.0	0.8701910784560548	0.01013270577695539	1e-06
95.0	0.87013092903144	0.010119113607878042	1e-06
96.0	0.871030054570573	0.010125421064963488	1e-06
97.0	0.8708583684833774	0.010119005736573008	1e-06
98.0	0.8707806593273288	0.010108278123197152	1e-06
99.0	0.871563372047168	0.010094250196568308	1e-06
100.0	0.8955860279246441	0.01024454401278111	1e-06
101.0	0.8955042730842039	0.010233524868972532	1e-06
102.0	0.8953130724317977	0.010228958423199727	1e-06
103.0	0.8950768058457015	0.010227989603483905	1e-06
104.0	0.8948768321577694	0.010226117691934678	1e-06
105.0	0.8952750820617079	0.010207227617677379	1e-06
106.0	0.895117083216266	0.010225066651649654	1e-06
107.0	0.895467446843901	0.010217824907406768	1e-06
108.0	0.8954979277928173	0.01020433368125462	1e-06
109.0	0.8952831696316995	0.010201909928143531	1e-06
110.0	0.8319423514818998	0.01176430774119281	1e-06
111.0	0.8322530372465798	0.011738892150744602	1e-06
112.0	0.8319830618334773	0.011731490160523468	1e-06
113.0	0.8322748268902996	0.011747947476248834	1e-06
114.0	0.7703316953906177	0.012372111297683145	1e-06
115.0	0.7702665972921341	0.012346161199728685	1e-06
116.0	0.7699468015200328	0.012348973650531779	1e-06
117.0	0.7703013583748682	0.012345303858588607	1e-06
118.0	0.7701157915428557	0.01235552922259087	1e-06
119.0	0.7703136193030199	0.012323779987425652	1e-06
120.0	0.7716730719077184	0.012287011892078608	1e-06
121.0	0.6971223362095276	0.014914935839192725	1e-06
122.0	0.7020242548476957	0.014165662972961221	1e-06
123.0	0.7015747109696239	0.014148825855994664	1e-06
124.0	0.7011157395726245	0.014126004218120276	1e-06
125.0	0.7012100003158422	0.014099433295620566	1e-06
126.0	0.7008465248065665	0.014097028561685451	1e-06
127.0	0.7004655696000667	0.014093368100984235	1e-06
128.0	0.6992865911298336	0.014460712185150623	1e-06
129.0	0.6988479208666986	0.014448173181007959	1e-06
130.0	0.6984391795151835	0.014433496191097494	1e-06
131.0	0.698453955451026	0.014412334512889483	1e-06
132.0	0.69872747276836	0.014390044236140752	1e-06
133.0	0.6987223946297975	0.014371153123892704	1e-06
134.0	0.6984419829855628	0.014375170141556214	1e-06
135.0	0.6984320289746949	0.014355215219397317	1e-06
136.0	0.6986111139217925	0.014273765362565353	1e-06
137.0	0.6982598963022165	0.014260452607168551	1e-06
138.0	0.6980223133698796	0.014243389338499843	1e-06
139.0	0.7013774516911214	0.014342897327872216	1e-06
140.0	0.7022604215570776	0.014318981409668507	1e-06
141.0	0.7019597544894767	0.014295669013729482	1e-06
142.0	0.7017153119830842	0.014278628572973894	1e-06
143.0	0.7025848335846359	0.014272176526220053	1e-06
144.0	0.7023814141304456	0.014255610344380467	1e-06
145.0	0.7020433067790123	0.014249679344436213	1e-06
146.0	0.7017669923761978	0.01423744774766394	1e-06
147.0	0.7029820010899851	0.01457864584890262	1e-06
148.0	0.7026875312337248	0.014565564922365755	1e-06
149.0	0.7024007163540572	0.01454371739447931	1e-06
150.0	0.7027374935314058	0.014521618235064418	1e-06
151.0	0.7028669405174065	0.014509979596403856	1e-06
152.0	0.7029490510433098	0.014490372550843301	1e-06
153.0	0.7028855059501227	0.01447384422089941	1e-06
154.0	0.7032277305901595	0.014453315552735376	1e-06
155.0	0.7029911602713089	0.014440211864156876	1e-06
156.0	0.7026724760232747	0.01443811972761997	1e-06
157.0	0.7036362355022587	0.014420016098243353	1e-06
158.0	0.7033450223236075	0.01441760148427317	1e-06
159.0	0.7030359842239968	0.014411328269562554	1e-06
160.0	0.7027638328617187	0.014401091545100613	1e-06
161.0	0.7025380654890876	0.014389502411624448	1e-06
162.0	0.7025260759097436	0.01437460502713523	1e-06
163.0	0.7048698278661867	0.01436141449730065	1e-06
164.0	0.7070863547572953	0.014355776317717298	1e-06
165.0	0.708293813174675	0.01438630491160078	1e-06
166.0	0.7086079775550997	0.014367867514853994	1e-06
167.0	0.708322422807448	0.014362055957665978	1e-06
168.0	0.7083403303474676	0.014346051761927346	1e-06
169.0	0.7099825493176184	0.014326243619726868	1e-06
170.0	0.710780235030186	0.014311333156434318	1e-06
171.0	0.7105137333708418	0.014305703880768275	1e-06
172.0	0.7103489874216484	0.014311634676099052	1e-06
