Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale	GP_regression.Gaussian_noise.variance
1.0	0.47755923666725286	0.18215421227619646	0.3908313944300774
2.0	0.47755923666725286	0.18215421227619646	0.3908313944300774
3.0	0.6662785178026841	0.03785619469852612	4.065059621909513e-09
4.0	0.6046216831997107	0.04212416567201424	1.4321764640554563e-09
5.0	0.6178788408705547	0.040658568404358955	1.0468204897618963e-09
6.0	0.6353713383729664	0.04299487823790604	1.0999999968015903e-09
7.0	0.6319710271994714	0.04253641449755896	1.048766323667403e-09
8.0	0.6105542343841697	0.041980387358535314	1.0551821104661154e-09
9.0	0.5863612961152884	0.041890503862221075	1.070477308833787e-09
10.0	0.5634366583898474	0.041384530381344375	1.08284762569617e-09
11.0	0.5764930798912088	0.041025660186366227	1.0999999973781935e-09
12.0	0.5754195667903482	0.04061548104232397	1.0467843424332461e-09
13.0	0.5685714330017365	0.04010545950310385	1.0001502359304744e-09
14.0	0.5567791486107865	0.03947578047050335	1.0999999979496647e-09
15.0	0.5559156533974181	0.039416855959417914	1.0953318777537256e-09
16.0	0.5536484241079136	0.03897372585598206	1.0880105476335537e-09
17.0	0.5433526844532749	0.03866114267140362	1.0608678874054742e-09
18.0	0.533862564059944	0.03852673785845906	1.0999999988427002e-09
19.0	0.5300055382689561	0.038157358723970004	1.0999999982884464e-09
20.0	0.5425828792774715	0.03799613345354753	1.0999999983844614e-09
21.0	0.5375195390987006	0.03737670378906349	1.0999999984505134e-09
22.0	0.5236286715731998	0.040231523644888974	1.0201157428361898e-09
23.0	0.5672535173536887	0.04172864264927114	1.0212003149161243e-09
24.0	0.569066579213328	0.040354357047226695	1.0629868072084372e-09
25.0	0.5974123233358641	0.04262086485591674	1.0137850133359735e-09
26.0	0.6031678896294943	0.04076502312074241	1.0239339744176392e-09
27.0	0.6094495385816137	0.040666474995103306	1.0241240807551737e-09
28.0	0.6063747348603121	0.040378649585483685	1.0273653213352868e-09
29.0	0.6414047592461635	0.04014505788528591	1.0733678799788726e-09
30.0	0.6468679116794721	0.04194040570494666	1.0159102823775113e-09
31.0	0.6367884937417226	0.04189049486074096	1.0174493405579122e-09
32.0	0.6295142408221917	0.04140755073133304	1.0213953834037228e-09
33.0	0.6336462885158503	0.04246853541947518	1.0191244392498754e-09
34.0	0.6270391369507692	0.042613082562965025	1.0252510678228488e-09
35.0	0.6167237986053123	0.04215584357066824	1.018563047144671e-09
36.0	0.6098267594519038	0.04221672852762177	1.0176237481507718e-09
37.0	0.5997070065022282	0.04185607790641335	1.0370795357316166e-09
38.0	0.5921857161288222	0.04181115274010208	1.0999999929529784e-09
39.0	0.5851867356364795	0.04177888547570071	1.0215960527919956e-09
40.0	0.5766515635497259	0.04153617176812681	1.0568064476054086e-09
41.0	0.5697838763559131	0.041459795649467314	1.099999994711166e-09
42.0	0.5628362855541295	0.04134925279449815	1.0319861468675901e-09
43.0	0.5571853766650556	0.04133077660892588	1.0274863179593075e-09
44.0	0.5547271648274755	0.04152293841794618	1.0999999944166119e-09
45.0	0.5481469961453487	0.04135331812976844	1.0350831576870387e-09
46.0	0.5426312555904907	0.04129189058590889	1.0383239839620356e-09
47.0	0.5376703991988735	0.04104697423638531	1.0999999950366348e-09
48.0	0.5368984606667201	0.04083448504963818	1.0225212406522464e-09
49.0	0.5313975292782892	0.04066081320907161	1.0418057306633206e-09
50.0	0.5266017313862371	0.040456785306548435	1.0999999964637586e-09
51.0	0.5227709459327974	0.04025015774475656	1.0334992784742227e-09
52.0	0.5196323514040736	0.041808005574236584	1.099999993155761e-09
53.0	0.5144989064770896	0.04168472371737424	1.0252900453457617e-09
54.0	0.5110455272569997	0.04146113893896178	1.0999999931564082e-09
55.0	0.5067892458901397	0.0413981080169955	1.099999995589037e-09
56.0	0.5035251554672828	0.04140566721351962	1.0182410861571382e-09
57.0	0.5011058167933417	0.041449196041013235	1.09999999365912e-09
58.0	0.513082148149103	0.041557890169599945	1.0999999948638302e-09
59.0	0.512655190176659	0.041379964121252895	1.0342544915034065e-09
60.0	0.5126065917197035	0.04121749430821864	1.06238800655116e-09
61.0	0.5107120326805161	0.04085898715369205	1.099999993893933e-09
62.0	0.550365568732413	0.042266670283852684	1.099999994280761e-09
63.0	0.5547454434512654	0.04110216031811734	1.0999999937032362e-09
64.0	0.5565768312125111	0.041792012127940724	1.0297707391524013e-09
65.0	0.5639953747504776	0.041632695452856805	1.0651066274359938e-09
66.0	0.5594513412783454	0.04153641487167259	1.0999999962044716e-09
67.0	0.5666253229196646	0.04242911462703213	1.0392462846173423e-09
68.0	0.5748509770689433	0.042460064991904606	1.0578358088314207e-09
69.0	0.5742279260284007	0.04352399708649707	1.0008873484061113e-09
70.0	0.5704968412895812	0.043163412562392985	1.02638316206431e-09
71.0	0.5681710959269225	0.042858573033990356	1.0194494896883136e-09
72.0	0.5648574068605547	0.0426207791181716	1.0999999940356365e-09
73.0	0.5615057571588933	0.04230826234867056	1.099999994228082e-09
74.0	0.5590001909301752	0.04210910387054352	1.0592521392317248e-09
75.0	0.5549702139772292	0.041922565577205834	1.0999999954535047e-09
76.0	0.5513081172553469	0.041738560689009656	1.051902842516989e-09
77.0	0.5488642118377591	0.04155474400515217	1.0284691992202785e-09
78.0	0.544983367283471	0.04145364356485937	1.0999999962558494e-09
79.0	0.5461069189743545	0.041622406866653625	1.099999995180907e-09
80.0	0.5423658970444629	0.04154657479109911	1.0999999967680229e-09
81.0	0.5391297085288569	0.041513221568394945	1.0442013539503298e-09
82.0	0.5368324671237346	0.04155016846553205	1.0273720490927553e-09
83.0	0.5348000286374701	0.04138989787455715	1.0000089377356925e-09
84.0	0.5329690583279075	0.041450984435691736	1.0999999956895824e-09
85.0	0.5340876364523813	0.04134422988998372	1.0445149605465783e-09
86.0	0.5309250819251778	0.04122990580004633	1.0806034119715205e-09
87.0	0.5281359832949952	0.04109843491303162	1.0999999970160855e-09
88.0	0.5290903509654493	0.040994805206854334	1.099999995479543e-09
89.0	0.5260308295645546	0.040857959838007905	1.0597113564599866e-09
90.0	0.523213526470477	0.04071438688409763	1.0464818585699068e-09
91.0	0.5227069325022228	0.04060582827356827	1.0528539365426842e-09
92.0	0.520226899927924	0.04053622540682457	1.0999999968163433e-09
93.0	0.517481617987106	0.040804980987890115	1.0999999962914874e-09
