Iteration	Y	var_1	var_2
1.0	54.312849151765334	0.02166167437719735	0.3168951757753573
2.0	46.53862132632374	0.23165460712642938	0.8834992939884176
3.0	47.85919875362481	0.02725652024036951	0.46005315429782445
4.0	46.790256103310575	0.32981134495676656	0.5795332151511011
5.0	44.659869618607885	0.2977342840709236	0.6045641167454485
6.0	46.55653759130419	0.9029373275652082	0.10630586633874073
7.0	50.26846634701465	0.7106171671687532	0.6573958312701734
8.0	49.092954542782344	0.6349759199294656	0.8329588170045764
9.0	46.58950132985703	0.18222473462834232	0.3701658434629067
10.0	47.96942175681747	0.6732496748871382	0.04128767541235401
11.0	48.10237278500773	0.2731182490492419	0.6179352646576876
12.0	44.50613341126676	0.30666393720006413	0.5994186170928247
13.0	45.14676167732976	0.3150148723845748	0.6176509007984953
14.0	45.8917200196575	0.29007226193454616	0.5764239584119815
15.0	47.804100180702775	0.2533669859279241	0.9495507003499076
16.0	48.9424617703561	0.19899229007334773	0.8274372950638375
17.0	47.77469302228335	0.9540068849760133	0.0706948055468525
18.0	49.24447909257318	0.8557906912715388	0.14207323773031377
19.0	49.600717486742056	0.2860175257735902	0.874163425483176
20.0	48.877565647464536	0.1942128275588549	0.9117710481256659
21.0	44.435363382671405	0.3060780356565842	0.6060669360401783
22.0	46.22921641031701	0.22895812231770163	0.4070917227498468
23.0	45.76723745122275	0.241735448030461	0.35598510650824
24.0	48.880648568656	0.28057359533826487	0.3825934957203549
25.0	47.499586057388974	0.21713446710900286	0.3256199635007396
26.0	46.8794657067922	0.1834597215980158	0.4270801582473291
27.0	47.04717119615616	0.2320908792857334	0.4726250737972063
28.0	47.39721286048731	0.21911760513001238	0.3745355278340965
29.0	45.09517942256998	0.26350472354754534	0.32762677904885007
30.0	48.23185017805299	0.281115370266163	0.29910428771524816
31.0	47.402727758078655	0.13745224762358318	0.38467442398108936
32.0	45.48540159606236	0.2583121605092997	0.3419450909459978
33.0	46.69456226205187	0.3646071486509444	0.6463858806707703
34.0	48.258790461226646	0.33059360389351716	0.6892012544095801
35.0	46.312146932860614	0.413456573244012	0.6212939192103464
36.0	47.40838346587019	0.4223926538241077	0.6658353837733807
37.0	47.56121725374916	0.4284574123198253	0.5776893271841612
38.0	47.142618142088715	0.37503249973424896	0.606963359126017
39.0	47.15266124500018	0.8824181945333595	0.057933413509212786
40.0	47.17839235999836	0.28118413355001126	0.5212245968871461
41.0	46.15606020207107	0.24896512668490198	0.32506647346354417
42.0	46.417335673291454	0.9421042346382115	0.14089834917488084
43.0	45.485045734054914	0.974562269023294	0.17589695109468464
44.0	32.88927619618298	0.9911979793237189	0.15085913811938764
45.0	35.44326510085264	0.9943382440874101	0.1470090150056639
46.0	32.606553222200645	0.9903421994469747	0.1517431013188868
47.0	33.067658990061965	0.9911424876942412	0.15454483245824557
48.0	33.37784666699753	0.9854017288867242	0.15153996042311046
49.0	32.45457422162577	0.9891436844565124	0.15215276665862645
50.0	45.980128157788826	0.5900585733783714	0.31320184578693233
51.0	32.3876463623921	0.9886179769179035	0.15052349281325836
52.0	32.392316047278506	0.9867943674748044	0.14498817544523918
53.0	33.502181175917805	0.9843785486780695	0.13999788407260055
54.0	31.563222208102484	0.9891605812404244	0.12988357719421548
55.0	47.33901191568915	0.27393687706789194	0.00771735775225757
56.0	31.517389485315817	0.9880125670831496	0.12537059861526448
57.0	32.623771459493575	0.9917647576820966	0.12572254737513874
58.0	31.95900384549417	0.986684991387728	0.1279340282113382
59.0	32.25354797051663	0.9858700080480972	0.11915277786986295
60.0	31.730214738975064	0.9887525561433459	0.10744656643000793
61.0	48.22035258205923	0.9407254129484235	0.9363200522303448
62.0	34.483242659034836	0.9833497716008086	0.10610643600418819
63.0	45.797289226849934	0.9961001118051944	0.5493606250689783
64.0	48.61892838940853	0.028520303611339615	0.03809044750686985
65.0	32.31372895095319	0.991133969533676	0.11131769212383368
66.0	34.60624923685086	0.9933046978506163	0.10242916624306084
67.0	47.47860735416775	1.0	0.1296603880638827
68.0	47.57431927820473	0.8027677412270899	0.3976649926426308
69.0	52.7849835155134	0.011380354301158357	0.6888585673333688
70.0	31.72518898842049	0.9873919189728874	0.11181877563542593
71.0	31.660867631835618	0.9879689772993802	0.13381960024038675
72.0	47.090702839924376	0.4556372323885016	0.13532302614664526
73.0	47.54642936906224	0.48375760099600806	0.9855978053875432
74.0	47.01293810343845	0.9217833552620548	0.7279962622430294
75.0	39.201161098219245	0.013475057967894721	0.9583183987105515
76.0	47.52279845506226	0.0	0.9747169710468254
77.0	45.01486142858408	0.02552602663464875	0.9436528489228146
78.0	47.58181720547227	0.773385639468723	0.9949888429817427
79.0	31.609324709307916	0.9892232719157052	0.12093759841501027
80.0	39.62433123912421	0.9959193294478083	0.07928185894338875
81.0	47.47174450508323	1.0	0.05467307103386409
82.0	47.55409374525393	1.0	0.1706887967036182
83.0	31.55483572067376	0.9889393856426016	0.12656614396147614
84.0	47.551039946377784	0.6253466132846012	0.5001022920344923
85.0	47.52531169430469	0.03250495880153454	0.9721783822986323
86.0	48.08244744981433	0.9991155424308787	0.3644470956504987
87.0	48.91336960742713	0.16574339825706919	0.13997174133410462
88.0	47.06458031630592	0.4576491944443868	0.4059415134548572
89.0	45.898136363184406	0.46784686052303337	0.8203542474113579
90.0	50.15759075031202	0.7209143385424182	0.22252581906300095
91.0	47.55076209522655	0.5069386760653705	0.0021179973111224992
92.0	47.01964655927482	0.8424878097849792	0.5625585967719727
93.0	44.3788801643179	0.812901836502759	0.8364041006948075
94.0	33.4599950188475	0.9856964693018984	0.0916549933239169
95.0	46.88634692737957	0.10699674839246731	0.58750953646111
96.0	51.905287206622134	0.303881327145213	0.1555990895888596
97.0	38.78098006752985	0.9800265557506916	0.08467395641721445
98.0	47.600053471851936	0.6289307570850706	0.9922813693628711
99.0	47.3962457907944	0.0	0.9453244424328252
100.0	46.306446891466265	0.5626126109251175	0.6438117028289095
101.0	32.39232692716392	0.9872528936148989	0.09842579783970577
102.0	31.51444081778861	0.9887383944724059	0.12349519263392773
103.0	47.54689737965845	0.4249069106636898	0.26508332127791856
104.0	46.49479912857019	0.5933426024054252	0.1587586080547536
105.0	73.2786968071144	0.015042965126962793	0.16807543489450127
106.0	49.56568295065245	0.03338267802672512	0.8185509877287651
107.0	49.41836244103827	0.8787529652161779	0.292183800292504
108.0	47.12512981592975	0.1531531022269268	0.7166909580383288
