Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale
1.0	0.9267867406481949	0.10966156105055082	1e-06
2.0	0.9267867406481949	0.10966156105055082	1e-06
3.0	0.8441801603550714	0.08408090737158937	1e-06
4.0	0.9653832193242106	0.04971044668960956	1e-06
5.0	0.9999981949963763	0.0025702657393814445	1e-06
6.0	0.9520631424368253	0.007234834371572571	1e-06
7.0	0.9481431147518443	0.013973480367840893	1e-06
8.0	0.9483795712278045	0.013817549307810303	1e-06
9.0	0.9545347464358582	0.014011274491595286	1e-06
10.0	0.9187528463794359	0.017191459696963313	1e-06
11.0	0.9027109760610044	0.019130766998497157	1e-06
12.0	0.9278803268998659	0.020931491045755715	1e-06
13.0	0.978830658425553	0.022662665165895282	1e-06
14.0	0.9903238822815229	0.023860252087272858	1e-06
15.0	1.0169909225636578	0.02517677921813431	1e-06
16.0	1.0666490312745278	0.026967547987804243	1e-06
17.0	1.0542085623636448	0.025664304068422978	1e-06
18.0	1.100932972721789	0.027077341097553734	1e-06
19.0	1.0492380674093926	0.026513291318106414	1e-06
20.0	1.0729672055033086	0.024315035546325966	1e-06
21.0	1.08912062793002	0.024344704060435145	1e-06
22.0	1.0633765432886577	0.023683950830802904	1e-06
23.0	1.0844069718787466	0.024140930994723864	1e-06
24.0	1.0953939097411534	0.024367904223534572	1e-06
25.0	1.14413775883322	0.02497930682630357	1e-06
26.0	1.1162434919637394	0.024548209976914634	1e-06
27.0	1.129194462574849	0.024743759822912863	1e-06
28.0	1.1018174212517586	0.024281128772895455	1e-06
29.0	1.0772506250177303	0.02441553445892073	1e-06
30.0	1.2039526412167547	0.026521895528821275	1e-06
31.0	1.2900458836405833	0.028357438230782947	1e-06
32.0	1.0289705364453399	0.02667179292722513	1e-06
33.0	0.9366483086169308	0.02762965094610227	1e-06
34.0	0.8518895414448221	0.02431925272317637	1e-06
35.0	0.9101811624621962	0.02525749788860994	1e-06
36.0	0.8896276356993637	0.026222897626906796	1e-06
37.0	0.8640335065446547	0.026240883812121203	1e-06
38.0	0.8515339062039811	0.026813125073722507	1e-06
39.0	0.885667483867968	0.023159062280225177	1e-06
40.0	0.8683792673539101	0.02299128179324399	1e-06
41.0	0.8689800715842829	0.023519164673150766	1e-06
42.0	0.890491705398149	0.023573756344656374	1e-06
43.0	0.8680548270662296	0.023229890174839195	1e-06
44.0	1.0262430928079522	0.027044663986220192	1e-06
45.0	1.000452770012922	0.026619558736058823	1e-06
46.0	0.9771347053363157	0.02621967482018154	1e-06
47.0	0.9562111913207096	0.0258429005717505	1e-06
48.0	0.9512501366075345	0.025638297218932387	1e-06
49.0	0.9325554316105736	0.025313915741435565	1e-06
50.0	0.9147209609485945	0.02498410632563894	1e-06
51.0	0.9252477341983454	0.025035393674159634	1e-06
52.0	0.924993413621843	0.024979688768577552	1e-06
53.0	0.897650686331811	0.02496697703445798	1e-06
54.0	0.894025408638699	0.02484720023908066	1e-06
55.0	0.8853873426337941	0.024615760400673467	1e-06
56.0	0.9199704737268708	0.02511095787188624	1e-06
57.0	0.9183507103696411	0.025015050838985763	1e-06
58.0	0.9141805332122963	0.023855842372108423	1e-06
59.0	1.0325078488479935	0.027192166466146226	1e-06
60.0	1.0638950288015883	0.028507455772691936	1e-06
61.0	1.4146862711545416	0.036495972319277245	1e-06
62.0	1.2906060355431623	0.03297318492135523	1e-06
63.0	0.8281603370220678	0.014090510793169527	1e-06
64.0	0.6797627787501924	0.014344179267973588	1e-06
65.0	0.770765054480851	0.015561153576900404	1e-06
66.0	0.7361535484834473	0.016346814028697306	1e-06
67.0	0.7057226131258031	0.01701736531120089	1e-06
68.0	0.6410967874095488	0.016774929585436277	1e-06
69.0	0.6214211582456554	0.016988295919445687	1e-06
70.0	0.6666024330473871	0.012434487502172294	1e-06
71.0	0.6307663048921003	0.01273614678869992	1e-06
72.0	0.6061074101971115	0.0130240077729336	1e-06
73.0	0.5914875312066887	0.013450304034867562	1e-06
74.0	0.5880002495270923	0.013714947626361954	1e-06
75.0	0.6046580588994285	0.014230760000158814	1e-06
76.0	0.5998181235806523	0.01442635614391791	1e-06
77.0	0.6052225017205598	0.014760280684696925	1e-06
78.0	0.6153718699528568	0.015269731464009041	1e-06
79.0	0.6177403931581504	0.014674097327876551	1e-06
80.0	0.6210761092538811	0.015132350279280848	1e-06
81.0	0.633844172717043	0.015651296757988747	1e-06
82.0	0.6497522224979675	0.016123013543657923	1e-06
