Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale
1.0	0.8978309830036388	0.02987888590536433	1e-06
2.0	0.8978309830036388	0.02987888590536433	1e-06
3.0	0.885519002148825	0.0345107390213812	1e-06
4.0	0.8676160556701717	0.03294008409688768	1e-06
5.0	0.9060503772733789	0.034200669534989465	1e-06
6.0	0.9206253083182397	0.03781797062030821	1e-06
7.0	1.0018689815147064	0.03941947889990279	1e-06
8.0	1.039096805778317	0.026170960318366417	1e-06
9.0	0.9998254854481253	0.027307781376519125	1e-06
10.0	1.0012264713402794	0.029044422605020687	1e-06
11.0	1.0604630079642714	0.031187760804776442	1e-06
12.0	1.044190953168103	0.02790601774578817	1e-06
13.0	1.0033177993678268	0.021297042343262265	1e-06
14.0	0.9957753334598307	0.02029907433833383	1e-06
15.0	0.9739457964367355	0.019637518660090347	1e-06
16.0	1.006299459599957	0.02079668292536305	1e-06
17.0	1.0460410486355733	0.02112305906819998	1e-06
18.0	1.06686074953139	0.021913848134871194	1e-06
19.0	1.0745643572813928	0.022320873787336548	1e-06
20.0	1.075569316691162	0.021082886182925892	1e-06
21.0	1.0975478362325983	0.021759693952995866	1e-06
22.0	1.1070933520296862	0.021862328853707716	1e-06
23.0	1.1102194883081011	0.021850558124864805	1e-06
24.0	1.11532893457488	0.020885544643252055	1e-06
25.0	1.1350930252307376	0.021138309374996278	1e-06
26.0	1.1054127115849433	0.019002697078289183	1e-06
27.0	1.105022084723171	0.01923889461997045	1e-06
28.0	1.1221936568962323	0.01975917843280781	1e-06
29.0	1.1482608762323063	0.02027074935096975	1e-06
30.0	1.169805440893806	0.02104662212970193	1e-06
31.0	1.1863813059500523	0.02159947412537078	1e-06
32.0	1.1084371440617031	0.01818974714063343	1e-06
33.0	1.071253167248639	0.015886035528110385	1e-06
34.0	1.0016749953165025	0.011435040079632077	1e-06
35.0	1.007096735421349	0.011696439962934088	1e-06
36.0	1.0135235329243355	0.0122045243728096	1e-06
37.0	1.01376458694278	0.012445906432949523	1e-06
38.0	1.0266129555150383	0.012922420465747646	1e-06
39.0	1.040372084743936	0.013366836159312166	1e-06
40.0	1.0502612068367632	0.01356807591288583	1e-06
41.0	1.0568139610689806	0.013672655358012892	1e-06
42.0	1.0530040828425962	0.01319479642965347	1e-06
43.0	1.0490494174076128	0.012941858299368308	1e-06
44.0	1.067043013085426	0.013422583388513282	1e-06
45.0	1.0980299696100912	0.01404891506035269	1e-06
46.0	1.1124853416521336	0.014267192733499842	1e-06
47.0	1.0970005644276963	0.014104157471362573	1e-06
48.0	1.0907363935580692	0.01395299893417825	1e-06
49.0	1.0860555874503446	0.013855531158500188	1e-06
50.0	1.0734316871794842	0.01369931222024361	1e-06
51.0	1.069652364048391	0.013401273226516582	1e-06
52.0	1.0560210960310716	0.013174571660372562	1e-06
53.0	1.0887793642539425	0.013885614499699802	1e-06
54.0	1.0930374109521843	0.013914511242102849	1e-06
55.0	1.0996754731284284	0.013966902525731796	1e-06
56.0	1.092649266060966	0.013650437600770822	1e-06
57.0	1.0957225362019836	0.013726699140575206	1e-06
58.0	1.101710272928568	0.013840778420562144	1e-06
59.0	1.0923300367336206	0.013725140431883314	1e-06
60.0	1.0820842472469958	0.013600711719643966	1e-06
61.0	1.0762354738181863	0.013496349917666517	1e-06
62.0	1.0696441076005785	0.013593612902605126	1e-06
63.0	1.068178676719948	0.013824087046218425	1e-06
64.0	1.0694026051566405	0.013828106788851467	1e-06
65.0	1.0567088537595732	0.013717298256568658	1e-06
66.0	1.0450741630639813	0.01363208566108399	1e-06
67.0	1.0462784305934663	0.013542644809119356	1e-06
68.0	1.0705623346677309	0.013866696235861713	1e-06
69.0	1.057689728416641	0.013746943579351276	1e-06
70.0	1.0423117846596093	0.013032602241250395	1e-06
71.0	1.0596633440911996	0.013397344008208733	1e-06
72.0	1.0711768991562471	0.013538292468719001	1e-06
73.0	1.087971313881844	0.013802182960788934	1e-06
74.0	1.0926148745900386	0.013872818536654025	1e-06
75.0	1.0696226388655639	0.013080691030742062	1e-06
76.0	1.0840414196584	0.013404404800368643	1e-06
77.0	1.1034831653898935	0.013758421877468703	1e-06
78.0	1.1026294727072332	0.013247966236649275	1e-06
79.0	1.0464111846053026	0.011935632504445378	1e-06
80.0	1.0588505616797637	0.012256468857928927	1e-06
81.0	1.0741657365736625	0.012520626114319892	1e-06
82.0	1.0826522245092203	0.012609086540944156	1e-06
83.0	1.0731951175524284	0.012177281008053466	1e-06
84.0	1.0854559448418102	0.012408297762639405	1e-06
85.0	1.0924979008563	0.01249471170260247	1e-06
86.0	1.1039028673424918	0.012639984330721683	1e-06
87.0	1.1175914135262721	0.0130077832251039	1e-06
88.0	1.102556558600476	0.012415960729437975	1e-06
89.0	1.0749915378948758	0.011988650203092649	1e-06
90.0	1.079172582469552	0.012134076450860613	1e-06
91.0	1.1389236014588762	0.01316700179825287	1e-06
92.0	1.1256280052114023	0.013063358433646144	1e-06
93.0	1.1613758771368847	0.013864688485101926	1e-06
94.0	2.0174902695811725	0.025778726466582323	1e-06
95.0	2.0054499985132797	0.0257330629784907	1e-06
96.0	1.9867350962273367	0.025537396003473743	1e-06
97.0	1.9762868446470079	0.025558156128703238	1e-06
98.0	1.9859864753420082	0.025430596080603662	1e-06
99.0	1.9380706771843026	0.0247835178305447	1e-06
100.0	1.9149443356696882	0.024599858612944104	1e-06
101.0	1.875309920501497	0.02432735586944884	1e-06
102.0	1.8602056845633526	0.02458706176626423	1e-06
103.0	1.824444014063408	0.024328947527097848	1e-06
104.0	1.790657853800219	0.02407921407957776	1e-06
105.0	1.758692468661966	0.02383740268929624	1e-06
106.0	1.727352621815184	0.02362478851820873	1e-06
107.0	1.6986464750023642	0.02339740288529074	1e-06
108.0	1.6718555552863257	0.023276410371135956	1e-06
109.0	1.6457296814711846	0.023062517385589898	1e-06
