n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime, condition, aqauxdata
1, -0.8129291630386766, 0.982826151304824, 0.5, [nan], 4.566349791763932, 1.0, -0.8129291630386766, 0.982826151304824, 4.1852321081616966,0.00033900000000008923, 0.0004990000000000272, 7.799999999980045e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
2, 0.8513512066006605, -0.5560944936022922, 0.5, [nan], 6.906049519570675, 1.0, -0.8129291630386766, 0.982826151304824, 4.1852321081616966,0.000188000000000077, 0.0003789999999999072, 8.800000000008801e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
3, 0.0010703687165576348, -0.5403766262106147, 0.5, [nan], 4.545305450534724, 1.0, 0.0010703687165576348, -0.5403766262106147, 4.824090867808208,0.00018400000000018402, 0.00027999999999983594, 5.8000000000113516e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
4, -0.5199536326959475, -0.6362873390088493, 0.5, [nan], 7.127393220359783, 1.0, 0.0010703687165576348, -0.5403766262106147, 4.824090867808208,0.00015199999999992997, 0.0002980000000001315, 7.00000000000145e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
5, -0.6761380038165314, 0.21002800941362998, 0.5, [nan], 5.304548964747321, 1.0, 0.0010703687165576348, -0.5403766262106147, 4.824090867808208,0.00014399999999992197, 0.00018999999999991246, 5.6000000000056005e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
6, -0.2775964123516397, 0.6326825629290338, 0.5, [nan], 4.418023666936354, 1.0, -0.2775964123516397, 0.6326825629290338, 4.585376692793325,0.00011799999999984045, 0.000304000000000082, 5.699999999997374e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
7, -0.5069161752220508, -0.8699959286833423, 0.5, [nan], 7.055310243610345, 1.0, -0.2775964123516397, 0.6326825629290338, 4.585376692793325,0.00019200000000019202, 0.00020500000000001073, 6.799999999995698e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
8, 0.6112542861343053, 0.7315483265496154, 0.5, [nan], 0.10638502598177968, 1.0, 0.6112542861343053, 0.7315483265496154, 0.4307085444731152,0.0001289999999998237, 0.00024700000000010824, 7.2000000000072e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
9, -0.5765380940712197, 0.9055524441637721, 0.5, [nan], 3.355952261646913, 1.0, 0.6112542861343053, 0.7315483265496154, 0.4307085444731152,0.00012900000000004574, 0.00023200000000000998, 6.799999999995698e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
10, 0.6656211889264492, -0.17687413528961526, 0.5, [nan], 5.916072427217351, 1.0, 0.6112542861343053, 0.7315483265496154, 0.4307085444731152,0.0001369999999998317, 0.00017500000000003624, 4.300000000001525e-05, 15:00:38  03-10-20,0.0,host broman-Aspire-V5-591G
11, 0.6171627764169515, 0.7314247696734605, 0.5, [nan], -0.20557373896143516, 1.0, 0.6165858188483054, 0.731456296651836, 0.6938612085062837,34.015862999999996, 0.0003470000000049822, 0.10329699999999775, 15:01:07  03-10-20,0.0,AQvalue [0.19],HYPstats {'mean': array([1.87  0.03  0.05])  'std': array([0.39  0.05  0.09])  'min': array([1.12  0.00  0.00])  'max': array([2.81  0.27  0.30])},HYPdraws [array([1.74e+00  1.59e-03  2.51e-03])  array([1.97  0.05  0.00])  array([1.62  0.09  0.00])  array([2.26  0.00  0.00 ])  array([2.28  0.00  0.01])  array([2.28  0.00   0.01])  array([1.93  0.02  0.02])  array([2.10  0.01   0.00 ])  array([2.75  0.27  0.20])  array([1.62e+00  9.70e-03  1.60e-03])  array([1.69  0.00   0.27])  array([2.21  0.01  0.12])  array([1.21  0.05  0.01])  array([1.85  0.06  0.29])  array([1.80   0.00  0.11])  array([1.12  0.00  0.01])  array([1.82  0.01  0.00])  array([1.27  0.00  0.00])  array([1.46  0.00  0.00])  array([2.15   0.11  0.05])  array([1.63  0.04  0.00])  array([1.82  0.00  0.09])  array([1.94  0.02  0.00])  array([1.77  0.00  0.00])  array([1.68  0.00  0.01])  array([1.74  0.01   0.00])  array([1.91  0.00  0.00])  array([2.81  0.00   0.30])],mindraws [[ 0.14 -0.72]; [ 0.61  0.72]; [-0.15  -0.92]; [ 0.23 -0.14]; [ 0.91 -0.83]; [ 0.60  0.67]; [-0.27  0.65]; [ 0.57  0.10]; [ 0.61  0.73]; [ 0.36 -0.89 ]; [ 0.95 -0.28]; [ 0.61  0.72]; [ 0.72  0.29]; [-0.26  0.63 ]; [-0.56  0.90]; [ 0.61  0.73]; [ 0.60  0.67]; [ 0.61  0.73]; [ 0.61  0.73]; [ 0.60  0.73]; [-0.58  0.09]; [-0.67 -0.86]; [-0.30  0.62]; [ 0.83   0.41]; [ 0.08 -0.18]; [ 0.29 -0.10]; [ 0.61  0.73]; [ 0.14 -0.72]; [-0.26  0.61 ]; [ 0.60  0.73]; [-0.58  0.91]; [-0.68 -0.82]; [ 0.78  0.03]; [ 0.43 -0.39]; [-0.20 -0.90 ]; [-0.30  0.63]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.19],kindex 9,PIatX [0.14],host broman-Aspire-V5-591G
12, 0.6146756405692231, 0.7387434987895867, 0.5, [nan], -0.018391750664142614, 1.0, 0.6155250394590555, 0.7324988458948737, 0.6200346867767813,32.67785799999999, 0.00038800000000094315, 0.10808000000000106, 15:01:35  03-10-20,0.0,AQvalue [0.26],HYPstats {'mean': array([2.01   0.12   0.13])  'std': array([0.53  0.22  0.39])  'min': array([1.24  0.00  0.00])  'max': array([3.99  0.96  2.13 ])},HYPdraws [array([2.31  0.00  0.20])  array([1.57  0.00  0.00])  array([1.75  0.08  0.00])  array([2.16  0.04  0.06])  array([2.08  0.00  0.00 ])  array([1.72  0.00  0.18])  array([1.92  0.09  0.00])  array([2.57  0.06  0.01])  array([3.99  0.96  0.35])  array([1.91   0.00   0.00])  array([1.77  0.18  0.00])  array([2.39  0.14    0.00])  array([2.06  0.18  0.00])  array([1.91  0.01  0.03])  array([2.13  0.05  0.00])  array([1.24  0.01  0.01])  array([1.61  0.06  0.00])  array([1.46  0.07   0.00])  array([2.87  0.00  0.10])  array([1.70  0.04  0.10])  array([2.38  0.05  0.09])  array([1.51  0.01  0.00])  array([1.50  0.06  0.39])  array([1.78  0.40  0.05])  array([1.82  0.00  0.01])  array([2.22  0.72  0.00])  array([1.58  0.01  2.13 ])  array([2.30  0.00  0.03])],mindraws [[ 0.63  0.72]; [ 0.41  0.86]; [ 0.61  0.72]; [ 0.42 -0.37]; [ 0.61  0.73]; [ 0.59  0.73]; [ 0.63  0.72]; [-0.25  0.34]; [-0.45 -0.56]; [ 0.31   0.82]; [-0.79  0.75]; [-0.12 -0.60]; [-0.09  0.98]; [ 0.23 -0.76]; [-0.58  0.91]; [-0.63 -0.77]; [-0.79  0.75]; [ 0.61  0.73]; [-0.12 -0.22]; [ 0.60  0.73]; [ 1.          0.72]; [-0.38 -0.62]; [ 0.62  0.73  ]; [ 0.62  0.72]; [ 0.61  0.73]; [-0.39 -0.17]; [ 0.61   0.72]; [ 0.61  0.73]; [ 0.54  0.19]; [ 0.61  0.73]; [ 0.60  0.73]; [ 0.61  0.73]; [ 0.61  0.73 ]; [-0.37 -0.11]; [ 0.60  0.73]; [ 0.60  0.72]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.26],kindex 9,PIatX [0.18],host broman-Aspire-V5-591G
13, 0.6148800859144462, 0.7044115491878983, 0.5, [nan], 1.3373178723991315, 1.0, 0.6151803547851267, 0.7319708955881746, 0.6131605316798098,32.60744199999999, 0.00039500000001169155, 0.1055419999999998, 15:02:03  03-10-20,0.0,AQvalue [0.27],HYPstats {'mean': array([2.17  1.58  0.25])  'std': array([0.50  7.64  0.35])  'min': array([1.50  0.00  0.00 ])  'max': array([ 3.72  41.29   1.51])},HYPdraws [array([1.67  0.06  1.51])  array([2.18  0.01  0.10])  array([2.15  0.06  0.07])  array([1.98  0.28  0.01])  array([2.16  0.06  0.21 ])  array([3.42  0.07  0.14])  array([1.92  0.03  0.01])  array([2.25e+00  4.12e+01  1.37e-02])  array([1.50  0.02  0.91 ])  array([2.88  0.17  0.01])  array([2.53  0.01   0.02])  array([2.18  0.00  0.04])  array([2.36  0.01  0.03 ])  array([2.10  0.16  0.00 ])  array([2.20   0.54  0.52 ])  array([1.77  0.23  0.38])  array([2.30  0.01  0.00])  array([1.71  0.11  0.18])  array([2.39  0.10  0.05 ])  array([1.55  0.13  0.01])  array([2.55  0.12  0.28])  array([2.29  0.00  0.20])  array([1.83  0.10  0.35 ])  array([1.69  0.24  0.57])  array([3.72  0.05  0.99])  array([1.68  0.02  0.28 ])  array([1.95    0.00  0.02])  array([1.76  0.29  0.00])],mindraws [[ 0.59  0.72  ]; [ 0.13 -0.37]; [-0.96 -0.97]; [ 0.84 -0.01 ]; [ 0.55 -0.61]; [ 0.56  0.70]; [ 0.60  0.69]; [ 0.64  0.74]; [ 0.06   0.63 ]; [ 0.34  0.97]; [-0.53  0.44 ]; [ 0.60  0.75]; [ 0.41  0.74]; [ 0.62  0.70]; [ 0.61  0.73]; [ 0.23 -0.54]; [ 0.31 -0.02]; [ 0.63  0.73]; [ 0.46   0.47]; [ 0.59  0.73]; [ 0.58  0.73]; [-0.80 -0.79]; [-0.07  0.28]; [ 0.60    0.71]; [ 0.41  0.74]; [-0.60  0.84]; [ 0.61  0.71]; [ 0.90  0.12]; [-0.51  0.87]; [ 0.48  0.94]; [ 0.52   -0.41]; [ 0.60  0.72]; [ 0.35   0.23]; [ 0.50  0.66]; [-0.59 -0.87]; [ 0.61  0.72]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.27],kindex 9,PIatX [0.21],host broman-Aspire-V5-591G
14, 0.6334445540815331, 0.7447350261539346, 0.5, [nan], 0.5827598993333719, 1.0, 0.6161771789932419, 0.7386799936541616, 0.5324300533876802,31.735639000000006, 0.000436999999976706, 0.10261800000000676, 15:02:30  03-10-20,0.0,AQvalue [0.24],HYPstats {'mean': array([2.17   0.09  0.20])  'std': array([0.52  0.15  0.26])  'min': array([1.35  0.00  0.00])  'max': array([3.83  0.73  0.91])},HYPdraws [array([2.40  0.04  0.56])  array([2.21  0.02  0.04])  array([2.20  0.11  0.04])  array([2.56e+00  8.31e-02  1.72e-03])  array([3.05  0.01  0.01])  array([1.59  0.03  0.06 ])  array([2.42  0.02  0.19])  array([2.32  0.03  0.25])  array([1.87  0.28  0.80 ])  array([3.83  0.00  0.07])  array([2.92  0.08  0.00])  array([2.32  0.03  0.05])  array([2.15  0.46  0.39])  array([1.67  0.03  0.05  ])  array([2.05  0.09  0.29])  array([1.44  0.00  0.03])  array([2.08  0.04  0.10])  array([1.89  0.08  0.09])  array([1.76  0.01  0.21])  array([2.00  0.02  0.07])  array([1.94  0.01  0.12])  array([1.73  0.01  0.06])  array([1.35  0.03  0.01])  array([2.14  0.08  0.35])  array([2.03  0.00  0.01])  array([2.75  0.73  0.02])  array([1.54  0.29  0.84])  array([2.50  0.02  0.91])],mindraws [[ 5.15e-01  8.81e-01]; [-3.24e-01 -1.36e-02]; [-1.65e-02  6.59e-01]; [-5.84e-01  3.80e-01]; [-5.37e-01  3.17e-01]; [-7.96e-01 -7.38e-02]; [-3.65e-01 -9.81e-01]; [-1.55e-01  7.19e-01]; [ 4.99e-01 -8.90e-01]; [ 6.33e-01  7.38e-01]; [ 6.28e-01  7.42e-01]; [ 4.28e-01 -3.95e-01]; [ 2.83e-01 -6.86e-01]; [ 5.86e-01  9.74e-01]; [ 6.28e-01  7.45e-01]; [ 3.93e-01 -5.86e-02]; [-9.27e-01 -1.78e-01]; [ 8.44e-02 -6.05e-01]; [ 8.11e-01 -4.31e-01]; [-9.93e-01 -2.55e-01]; [ 6.25e-01  7.38e-01]; [ 6.23e-01  7.46e-01]; [-9.68e-02  3.56e-01]; [ 6.13e-01  7.51e-01]; [-4.05e-01 -2.76e-01]; [ 4.82e-01 -8.49e-01]; [ 6.10e-01  7.52e-01]; [-1.32e-01  7.52e-01]; [-1.33e-01  9.81e-01]; [ 5.97e-01  7.42e-01]; [-2.13e-01 -5.25e-01]; [ 9.16e-01  4.12e-01]; [ 6.40e-01  7.27e-01]; [-3.43e-01  8.42e-01]; [ 3.45e-01  1.59e-04]; [ 5.43e-01 -5.95e-01]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.24],kindex 9,PIatX [0.18],host broman-Aspire-V5-591G
15, 0.6167240202122354, 0.8932551884705304, 0.5, [nan], 1.2508746434492628, 1.0, 0.616215739915008, 0.7373169163122196, 0.5605573956120193,30.739528000000007, 0.0004109999999855063, 0.10268300000001318, 15:02:56  03-10-20,0.0,AQvalue [0.24],HYPstats {'mean': array([2.08  0.22   0.35])  'std': array([0.53  0.38  0.49])  'min': array([1.09  0.00  0.01 ])  'max': array([3.18  2.04  2.22])},HYPdraws [array([1.88  0.59     0.37])  array([1.93  0.05  0.09])  array([2.60  0.03  1.33])  array([2.57  0.03  0.14])  array([2.02  0.57  1.06])  array([1.93   0.08   1.03])  array([2.52  0.07   0.37])  array([2.47    0.49  0.16])  array([1.57  2.04  0.09])  array([2.23  0.00  0.15])  array([2.95  0.17  0.22])  array([1.84    0.11   0.08])  array([2.26  0.06  0.01 ])  array([2.33  0.03  0.12 ])  array([1.92  0.01  0.04])  array([1.60  0.24  0.15])  array([2.84  0.31  0.40])  array([1.95  0.20  0.11 ])  array([1.09  0.03  2.22])  array([1.49  0.12  0.03 ])  array([1.36  0.02  0.58 ])  array([3.18  0.17  0.02])  array([1.56  0.03  0.07])  array([1.73   0.23  0.01])  array([2.00   0.08  0.09])  array([1.27  0.07  0.05])  array([3.02  0.31  0.29 ])  array([2.16  0.10  0.50])],mindraws [[ 0.39  0.97]; [ 0.11  0.22 ]; [ 0.69  0.74]; [ 0.43  0.47]; [ 0.62  0.88]; [-0.63  0.52]; [ 0.24 -0.67]; [-0.08  0.73]; [-0.85  0.51]; [ 0.03 -0.39]; [ 0.65  0.77]; [ 0.93  0.70]; [-0.97  0.80 ]; [ 0.64  0.53]; [ 0.50  0.90]; [-0.50 -0.13]; [ 0.49 -0.48]; [ 0.62 -0.33]; [-0.82 -0.31]; [ 0.06 -0.98]; [-0.96 -0.27]; [-0.22 -0.52]; [ 0.66  0.76 ]; [ 0.95  0.47]; [ 0.65   0.72]; [ 0.95 -0.85]; [ 0.67  0.73]; [ 0.24  0.48]; [ 0.11  0.22 ]; [ 0.63  0.37]; [-0.80   0.37]; [ 0.59  0.79]; [ 0.64  0.89]; [ 0.92  0.55]; [ 0.63  0.77]; [ 0.89 -0.32]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.24],kindex 9,PIatX [0.17],host broman-Aspire-V5-591G
16, 0.5520014202428299, 0.7939092583030146, 0.5, [nan], 2.149106973977548, 1.0, 0.6186052463492644, 0.7375147000955897, 0.6762184881606497,30.849271000000016, 0.00037799999998355815, 0.10507300000000441, 15:03:23  03-10-20,0.0,AQvalue [0.20],HYPstats {'mean': array([2.07   0.17  0.34])  'std': array([0.54  0.20   0.25])  'min': array([1.26   0.01  0.02])  'max': array([3.20  0.85  1.09])},HYPdraws [array([1.80  0.27  0.02])  array([2.80  0.09  0.05 ])  array([2.16  0.05  0.14])  array([3.01  0.04  0.45])  array([1.26   0.65  0.42])  array([1.33  0.85  0.30])  array([1.99  0.07   0.43])  array([2.54  0.37  0.57])  array([1.74  0.02  0.49])  array([1.43  0.09  0.53])  array([3.20  0.02  0.14 ])  array([2.59  0.06   0.41])  array([2.04  0.07   0.13])  array([2.67  0.17  0.23])  array([1.99  0.38  0.23])  array([2.59  0.09  0.18])  array([1.37  0.01  0.13])  array([2.50  0.10  1.03])  array([2.70  0.28  0.44])  array([1.99  0.09  0.28])  array([2.20  0.09   0.49 ])  array([2.38  0.02  0.11])  array([1.93    0.04  0.02])  array([1.76  0.06  0.22])  array([1.68  0.03   1.09])  array([1.58  0.20  0.20])  array([1.35  0.03  0.32])  array([1.47  0.47  0.52])],mindraws [[ 0.66  0.39]; [-0.10  0.89]; [-0.21 -0.45]; [-0.34 -0.94]; [ 0.63  0.63]; [-0.42  0.61]; [ 0.90 -0.95]; [ 0.57  0.91]; [ 0.74   0.99]; [-0.20  -0.17 ]; [-0.03   0.14]; [-0.10  0.72]; [ 0.62  0.63 ]; [-0.59 -0.27]; [-0.76  0.60]; [ 0.21 -0.22]; [-0.18  0.10]; [ 0.51  0.28]; [ 0.52 -0.92]; [ 0.25  0.80]; [ 0.47  0.84]; [ 0.42  0.77]; [ 0.52 -0.21]; [ 0.57  0.91]; [ 0.22 -0.93]; [-0.87  0.62]; [ 0.57  0.91]; [ 0.62  0.98]; [ 0.90  0.32]; [ 0.28  0.68]; [ 0.46 -0.90]; [ 0.58   0.48 ]; [ 0.37  -0.90]; [ 0.65  0.64]; [-0.38 -0.70]; [ 0.20 -0.50]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.20],kindex 9,PIatX [0.15],host broman-Aspire-V5-591G
17, 0.6991106957296814, 0.738831191934533, 0.5, [nan], 2.7143356548373268, 1.0, 0.6155677970018896, 0.7315045222120562, 0.6416955717825485,32.099717, 0.00036199999999553256, 0.10403400000001284, 15:03:50  03-10-20,0.0,AQvalue [0.21],HYPstats {'mean': array([2.06   0.16  0.90  ])  'std': array([0.37   0.24  3.30])  'min': array([1.37  0.00  0.00])  'max': array([ 2.78   1.14  18.01])},HYPdraws [array([1.93  0.30  0.31])  array([2.06  0.08  0.07])  array([1.43  0.04  0.19])  array([1.80  0.02  0.15])  array([2.42  0.02  0.56])  array([2.21e+00  2.25e-02  1.94e-03])  array([1.75  0.02  0.86])  array([1.98  0.52  0.23])  array([2.58  0.04  0.00])  array([1.47  0.19  1.09])  array([2.45  1.14  0.03])  array([2.31  0.06  0.14])  array([2.43e+00  6.29e-01  1.59e-03])  array([1.96  0.23   0.04])  array([1.48  0.05  0.36 ])  array([1.99  0.07  0.17 ])  array([1.37  0.05  0.27])  array([2.34  0.02  1.22])  array([2.78  0.03  0.08 ])  array([1.86  0.03  0.21])  array([2.23  0.10  0.29])  array([1.77   0.15  0.08])  array([1.85  0.01  0.01])  array([ 2.32   0.06  18.01])  array([2.61  0.32  0.44])  array([2.56  0.06  0.20])  array([1.86  0.00  0.07])  array([1.87  0.22   0.15])],mindraws [[ 0.70   0.74]; [ 0.09  0.73]; [ 0.43 -0.99]; [ 0.61  0.88]; [ 0.33  0.82]; [ 0.66  0.89]; [ 0.58  0.74]; [-0.15  0.04 ]; [ 0.70   0.74]; [ 0.03  0.46]; [ 0.60  0.72]; [ 0.62  0.73]; [ 0.66  -0.66]; [ 0.23 -0.33]; [ 0.62  0.72]; [ 0.60  0.88]; [ 0.82  -0.19 ]; [ 0.62  0.72]; [-0.93 -0.39]; [ 0.77  0.75]; [ 0.60  0.74]; [ 0.39 -0.21]; [ 0.58  0.73]; [-0.95  0.73]; [-0.43  0.02 ]; [ 0.63  0.87]; [-0.43  0.17]; [ 0.62  0.47 ]; [-0.86 -0.71]; [ 1.          0.89]; [ 0.41  0.33]; [ 0.67  0.74]; [ 0.48  0.40]; [-0.77 -0.65]; [ 0.62   0.90]; [ 0.42 -0.07]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.21],kindex 9,PIatX [0.13],host broman-Aspire-V5-591G
18, 0.6210011667585723, 0.8127693655859766, 0.5, [nan], 0.06164200750966256, 1.0, 0.6162320124978392, 0.7375950313536698, 0.555989525141982,30.99674600000003, 0.0003629999999930078, 0.10526599999997188, 15:04:16  03-10-20,0.0,AQvalue [0.20],HYPstats {'mean': array([2.08   0.08  0.22])  'std': array([0.38  0.05  0.23 ])  'min': array([1.38  0.00   0.00])  'max': array([3.04   0.23  0.96])},HYPdraws [array([2.07  0.14  0.96])  array([1.92  0.04  0.12 ])  array([2.04  0.06     0.15])  array([2.49  0.01  0.09 ])  array([2.33  0.21  0.28])  array([2.04  0.02  0.00])  array([2.07  0.08  0.10])  array([2.11  0.01  0.00])  array([2.25  0.10   0.03])  array([2.72  0.05  0.74 ])  array([3.04   0.02  0.07])  array([1.77  0.09  0.06 ])  array([1.44  0.07  0.47])  array([2.37  0.12  0.21])  array([2.08    0.00   0.02])  array([2.01  0.17  0.18])  array([2.06  0.05  0.38])  array([2.12  0.02  0.16])  array([1.68  0.08   0.26])  array([2.65  0.03  0.05])  array([1.52  0.15  0.06])  array([1.92  0.12  0.50 ])  array([1.63  0.03  0.07])  array([1.99  0.23  0.05])  array([1.80  0.06  0.14])  array([1.38  0.11  0.37])  array([2.46  0.09  0.05])  array([2.40  0.10  0.55])],mindraws [[-1.          0.00]; [ 0.37  0.63]; [ 0.47  0.65]; [-0.39 -0.49]; [-0.38  0.30]; [-0.65  -0.30]; [-0.92  0.37 ]; [ 0.09  0.22]; [ 0.65  0.71]; [ 0.55 -0.39]; [ 0.59  0.80]; [ 0.63  0.75]; [-0.38  -0.61]; [ 0.59  0.74]; [-0.96  0.16]; [ 0.51  -0.01]; [ 0.47  0.65]; [ 0.61  0.82]; [ 0.60  0.80]; [-0.89  -0.93 ]; [-0.42   0.27]; [ 0.63  0.73]; [ 0.62  0.76]; [ 0.76  0.12]; [-0.89  -0.93 ]; [ 0.60   0.83]; [ 0.58  0.84]; [ 0.78  0.29 ]; [ 0.94 -0.67]; [ 0.62  0.77]; [ 0.51  -0.01]; [ 0.61  0.86]; [ 0.78 -0.45]; [ 0.62  0.74]; [ 0.57  0.73  ]; [ 0.09  0.63 ]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.20],kindex 9,PIatX [0.17],host broman-Aspire-V5-591G
19, 0.6260550866535027, 1.0, 0.5, [nan], 2.881537546612231, 1.0, 0.6149726493885689, 0.7427519609867106, 0.3994726155410167,29.96528699999999, 0.00039100000003600144, 0.10682500000001482, 15:04:42  03-10-20,0.0,AQvalue [0.18],HYPstats {'mean': array([2.11  0.08  0.53])  'std': array([0.61  0.08  0.60])  'min': array([1.25   0.01  0.01])  'max': array([4.18  0.42   2.74])},HYPdraws [array([2.06  0.03  0.13])  array([1.99  0.09  0.13])  array([2.04  0.03   0.28])  array([3.02  0.16   0.05])  array([2.70  0.12  0.09])  array([1.72  0.07  0.43])  array([2.24  0.02  1.50])  array([1.60   0.06  0.18])  array([3.16  0.03  0.46])  array([1.70  0.04  0.34 ])  array([1.57  0.03  0.55])  array([2.12  0.16  0.52])  array([2.83  0.02  1.40])  array([1.84  0.09  0.99])  array([1.52  0.02  0.16])  array([4.18  0.16  0.01])  array([2.03  0.08  0.10])  array([1.95  0.06   0.23])  array([1.96  0.01  0.13])  array([2.22  0.14  1.60])  array([1.83  0.05  0.09])  array([1.93  0.03   0.69])  array([2.56  0.42   0.26])  array([1.25   0.06  0.25])  array([2.49  0.01  2.74])  array([1.72  0.08  0.33])  array([1.33  0.03  0.42 ])  array([1.57  0.02  0.72])],mindraws [[ 5.82e-01 -9.15e-01]; [-2.56e-01 -4.45e-01]; [ 2.72e-01 -9.76e-02]; [ 8.64e-01  2.07e-01]; [ 5.98e-01  1.00e+00]; [ 1.13e-01  3.26e-01]; [-8.68e-01  3.96e-01]; [ 7.07e-01 -9.88e-01]; [ 6.04e-01 -6.40e-02]; [ 9.36e-01  9.86e-01]; [ 9.28e-01  3.88e-01]; [-8.42e-01  2.35e-02]; [ 5.92e-01  1.00e+00]; [ 6.01e-01  6.19e-01]; [ 6.71e-01  8.84e-01]; [-8.66e-01 -1.59e-02]; [ 3.75e-01  8.10e-01]; [ 2.23e-01 -7.05e-01]; [-6.91e-01 -6.76e-01]; [ 6.38e-01  9.88e-01]; [ 2.55e-01  7.47e-01]; [-6.03e-02  9.63e-01]; [-6.77e-01 -1.26e-01]; [-5.79e-01 -9.98e-01]; [-3.46e-01 -7.39e-01]; [ 6.53e-01  8.00e-01]; [ 5.73e-01  8.28e-01]; [ 6.40e-01  9.58e-01]; [ 3.19e-01  8.62e-01]; [ 4.91e-01 -2.61e-01]; [ 1.12e-01 -9.43e-01]; [ 6.20e-01  1.00e+00]; [-1.35e-01  2.44e-01]; [ 2.21e-01  3.47e-01]; [ 5.93e-04  9.09e-01]; [-9.60e-01 -2.74e-01]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.18],kindex 9,PIatX [0.13],host broman-Aspire-V5-591G
20, 0.6211754625150132, 0.5480894457376557, 0.5, [nan], 2.941238222996499, 1.0, 0.6153422322330593, 0.7438104069309663, 0.397464166673661,30.022393999999963, 0.0004110000000423497, 0.10813899999999421, 15:05:07  03-10-20,0.0,AQvalue [0.16],HYPstats {'mean': array([2.28  0.09  0.27])  'std': array([0.47  0.13  0.20])  'min': array([1.53  0.00  0.01])  'max': array([3.43  0.77  0.88])},HYPdraws [array([2.04  0.16  0.31])  array([3.10  0.12  0.18])  array([2.12  0.07  0.12])  array([2.64  0.02  0.44])  array([3.06  0.02  0.63])  array([2.56  0.05  0.01])  array([3.43  0.09  0.49])  array([2.22  0.02  0.36])  array([2.29  0.04   0.12])  array([2.98  0.18  0.36])  array([2.20  0.09  0.21])  array([1.93  0.00  0.03])  array([2.34   0.05  0.04])  array([1.53  0.02  0.41])  array([1.57  0.10  0.15])  array([1.84   0.77  0.52])  array([2.17  0.05  0.19])  array([2.37  0.06  0.20])  array([2.21  0.08  0.16])  array([2.99  0.08  0.88])  array([1.82  0.03  0.08])  array([2.17  0.10  0.13])  array([1.70  0.01  0.21])  array([1.77  0.08  0.65])  array([1.92  0.01  0.26])  array([2.15  0.01  0.10])  array([2.19  0.07  0.15])  array([2.47  0.11  0.31])],mindraws [[ 0.03  0.85]; [-0.86  0.47]; [ 0.39 -0.28]; [ 0.89  0.65]; [-0.22  0.89]; [-0.97 -0.33]; [ 0.64  0.28]; [-0.26 -0.24]; [-0.47 -0.04]; [-0.22  0.98]; [ 0.44  0.63]; [ 0.37  0.01]; [ 0.59  0.81]; [ 0.17 -0.81]; [-0.98  0.20]; [ 0.28  0.60]; [ 0.40 -0.72]; [ 0.65  0.72]; [-0.84  0.38]; [ 0.37  0.99 ]; [-0.38 -0.93]; [-0.90 -0.41]; [ 0.78 -0.79]; [ 0.58  0.71]; [ 0.31 -0.69]; [ 0.61  0.59]; [ 0.53 -0.92]; [ 0.58  0.80]; [ 0.01  0.74]; [ 0.83  0.57]; [-0.74  0.83]; [-0.93  0.68]; [ 0.62  0.63]; [-0.74  0.95]; [-0.90  -0.94]; [-0.94  0.64]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.16],kindex 9,PIatX [0.12],host broman-Aspire-V5-591G
