n, x0, x1, d, s, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime, condition, aqauxdata
1, -0.6026886421259381, -0.590811705994726, [nan], 0.0, 21.286767079514743, 1.0, -0.6026886421259381, -0.590811705994726, 21.286767079514743,0.00043600000000010297, 0.0005390000000000672, 8.799999999986596e-05, 13:54:48  15-04-20,0.0,host blossom-instance
2, -0.5454383943544157, 0.8784760478576159, [nan], 0.0, 22.185848114292757, 1.0, -0.6026886421259381, -0.590811705994726, 21.286767079514743,0.00024299999999999322, 0.00038199999999988243, 7.899999999994023e-05, 13:54:48  15-04-20,0.0,host blossom-instance
3, -0.07955092402461461, -0.5925284932793959, [nan], 0.0, 21.940245951905716, 1.0, -0.6026886421259381, -0.590811705994726, 21.286767079514743,0.00022799999999989495, 0.0003889999999999727, 0.00010500000000002174, 13:54:48  15-04-20,0.0,host blossom-instance
4, 0.9576141498207658, -0.3386902626632853, [nan], 0.0, 21.49834084035642, 1.0, -0.6026886421259381, -0.590811705994726, 21.286767079514743,0.00023499999999998522, 0.0005580000000000584, 0.00010299999999996423, 13:54:48  15-04-20,0.0,host blossom-instance
5, -0.023254205387379212, -0.022965531874030498, [nan], 0.0, 7.871663240279053, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.0002949999999999342, 0.000460000000000127, 0.00010399999999988196, 13:54:48  15-04-20,0.0,host blossom-instance
6, 0.20810560385607668, -0.507109888667655, [nan], 0.0, 21.5131843952122, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.00026799999999993496, 0.00042600000000003746, 9.199999999998099e-05, 13:54:48  15-04-20,0.0,host blossom-instance
7, -0.0029886745326404007, -0.9821445035553986, [nan], 0.0, 21.7803945083828, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.000252000000000141, 0.0004349999999999632, 8.60000000000305e-05, 13:54:48  15-04-20,0.0,host blossom-instance
8, -0.4168475787236874, 0.966949968455699, [nan], 0.0, 21.718421553994474, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.00024500000000005073, 0.0004269999999999552, 9.40000000000385e-05, 13:54:48  15-04-20,0.0,host blossom-instance
9, 0.143395063538021, -0.059909259690726246, [nan], 0.0, 17.884478624963947, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.00024500000000005073, 0.00039999999999995595, 9.300000000012076e-05, 13:54:48  15-04-20,0.0,host blossom-instance
10, -0.1307565848432839, 0.21974413044693364, [nan], 0.0, 20.366155508971485, 1.0, -0.023254205387379212, -0.022965531874030498, 7.871663240279053,0.0002469999999998862, 0.0006109999999999172, 0.00010700000000007925, 13:54:48  15-04-20,0.0,host blossom-instance
